age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
48,M,Town,Platinum Membership,2017-06-03,Yes,Without Offers,Desktop,Wi-Fi,14:51:46,10.0,563.0171052609005,27662.6,10.839857637445942,417.3845943950738,Yes,Yes,No,Not Applicable,Quality Customer Care,1.0
33,F,Village,No Membership,2017-12-21,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,03:17:18,3.0,684.69,24705.76,5.0,639.87,Yes,Yes,No,Not Applicable,Too many ads,5.0
29,F,City,Premium Membership,2016-08-06,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,05:17:09,18.0,204.20727717225967,41938.44,11.0,980.9256766929784,Yes,No,Yes,No Information Available,No reason specified,3.0
55,M,City,Premium Membership,2016-10-05,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,21:09:56,6.0,2299.4198967783827,40512.89,24.0,750.9952358744603,Yes,Yes,Yes,No Information Available,Too many ads,3.0
44,F,City,Silver Membership,2016-07-11,No,Gift Vouchers/Coupons,Both,Fiber_Optic,17:59:34,3.0,428.44,15883.59,24.0,727.71,No,Yes,No,Not Applicable,Poor Customer Service,3.0
12,M,Town,Premium Membership,2015-01-20,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,07:33:29,8.0,247.55,6995.54,18.0,737.04,Yes,No,No,Not Applicable,Poor Customer Service,3.0
41,M,City,Basic Membership,2015-07-23,Yes,Without Offers,Smartphone,Wi-Fi,06:57:30,16.0,645.6484539267796,36406.1,14.0,912.8581227051232,Yes,Yes,No,Not Applicable,Too many ads,5.0
64,M,Town,Silver Membership,2017-02-03,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,03:32:12,12.0,64.6,30279.84,12.0,768.08,Yes,No,Yes,Solved in Follow-up,Poor Website,3.0
44,F,Town,Gold Membership,2015-08-02,No,Without Offers,Smartphone,Mobile_Data,03:48:10,11.0,32.37,15628.64,18.0,1038.8031019163932,Yes,No,No,Not Applicable,Poor Customer Service,4.0
46,M,Town,Basic Membership,2016-11-14,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,12:08:53,15.0,465.99,14775.27,6.0,692.87,Yes,Yes,No,Not Applicable,No reason specified,5.0
16,F,Town,No Membership,2017-12-03,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,23:49:29,17.0,32.11,3844.49,13.0,652.05,Yes,No,Yes,Unsolved,Too many ads,5.0
31,M,City,Basic Membership,2016-12-14,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,18:48:27,14.0,88.97,26513.12,17.833528023773525,708.18,Yes,No,Yes,Solved,Poor Customer Service,4.0
29,F,Town,Basic Membership,2016-09-16,No,Without Offers,Desktop,Fiber_Optic,06:26:21,11.0,51.09,49997.69,22.0,647.3413623064951,Yes,No,No,Not Applicable,Poor Website,5.0
13,M,City,No Membership,2015-05-14,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,07:25:10,17.0,670.6099525088458,30307.37,26.0,660.42,No,Yes,No,Not Applicable,No reason specified,4.0
50,M,Town,Basic Membership,2016-01-01,Yes,Without Offers,Desktop,Fiber_Optic,19:35:59,8.0,56.9,28610.12,5.0,628.2,No,Yes,Yes,No Information Available,Too many ads,5.0
21,M,Town,Basic Membership,2016-04-11,No,Without Offers,Both,Mobile_Data,05:27:51,6.0,220.82,4005.48,13.0,650.35,No,Yes,No,Not Applicable,Poor Customer Service,4.0
45,M,Town,Gold Membership,2015-07-07,No,Without Offers,Desktop,Fiber_Optic,00:02:39,15.0,60.22,39752.43,28.0,611.14,Yes,No,No,Not Applicable,Poor Product Quality,4.0
38,M,City,Gold Membership,2017-01-04,Yes,Without Offers,Desktop,Mobile_Data,16:55:16,3.0,253.08,9254.39,5.0,735.36,Yes,No,Yes,No Information Available,Poor Customer Service,3.0
24,F,City,Gold Membership,2015-05-01,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,15:39:07,20.0,53.16,23035.99,7.0,668.72,Yes,No,No,Not Applicable,Too many ads,4.0
37,M,Town,Gold Membership,2017-11-25,No,Without Offers,Smartphone,Fiber_Optic,09:58:45,3.0,33.57,85113.31,7.0,728.05,No,Yes,Yes,No Information Available,User Friendly Website,2.0
59,F,Town,Gold Membership,2015-10-03,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,04:29:16,10.0,80.61,25560.26,20.0,736.39,Yes,No,No,Not Applicable,Poor Product Quality,3.0
31,M,Town,Platinum Membership,2016-12-09,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,07:01:15,19.0,115.04,90456.02,16.0,796.97,Yes,No,Yes,Unsolved,Products always in Stock,2.0
21,M,City,Premium Membership,2015-12-27,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,04:43:22,8.0,321.46,97287.42,11.0,473.0974899428535,Yes,No,No,Not Applicable,User Friendly Website,1.0
43,M,Town,Basic Membership,2017-08-13,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,20:06:48,13.0,32.85,5727.56,29.0,671.56,No,Yes,Yes,Solved,Too many ads,4.0
14,F,Town,Premium Membership,2015-11-10,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,18:24:08,15.0,195.57,8151.4,24.0,745.8,No,Yes,No,Not Applicable,Poor Website,3.0
58,M,Village,Silver Membership,2015-03-12,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,14:48:40,6.0,979.79,28728.93,11.0,1047.1383094145567,Yes,No,No,Not Applicable,Poor Website,4.0
37,M,City,Basic Membership,2016-12-24,No,Credit/Debit Card Offers,Desktop,Wi-Fi,07:09:47,21.0,31.61,24155.03,10.0,851.9475481507353,No,Yes,Yes,Unsolved,Too many ads,5.0
31,F,Town,Silver Membership,2015-06-20,No,Gift Vouchers/Coupons,Both,Mobile_Data,04:30:03,13.0,297.87,51790.01,10.0,732.07,No,Yes,No,Not Applicable,Quality Customer Care,2.0
54,M,Village,Gold Membership,2016-01-28,Yes,Without Offers,Desktop,Fiber_Optic,14:27:11,19.0,510.85,31931.21,26.0,677.08,Yes,No,Yes,Solved,No reason specified,4.0
37,M,Town,Gold Membership,2017-08-22,Yes,Without Offers,Smartphone,Wi-Fi,19:29:10,15.0,34.48,24747.5,7.0,701.8,No,Yes,No,Not Applicable,Poor Website,3.0
64,F,Town,Gold Membership,2016-12-08,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,13:12:18,14.0,30.58,43856.33,23.0,754.11,No,Yes,No,Not Applicable,Too many ads,3.0
30,M,Village,Basic Membership,2016-09-17,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,23:56:52,10.0,493.6,31311.8,7.0,672.76,No,Yes,No,Not Applicable,Poor Product Quality,4.0
53,F,Village,Silver Membership,2015-12-22,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,06:39:16,12.0,45.79,30961.55,8.0,716.28,Yes,No,No,Not Applicable,No reason specified,3.0
26,M,Town,Gold Membership,2015-06-02,No,Without Offers,Smartphone,Fiber_Optic,16:57:43,16.0,31.49,31730.23,10.0,1313.296186120214,Yes,No,Yes,Solved in Follow-up,No reason specified,3.0
24,M,Town,No Membership,2015-02-24,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21:59:17,20.0,79.78,21853.86,29.0,526.37,No,Yes,Yes,No Information Available,No reason specified,5.0
60,F,Town,Gold Membership,2015-11-22,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,15:15:18,14.0,628.73,813.82,24.0,757.67,Yes,Yes,No,Not Applicable,Poor Product Quality,3.0
32,F,Town,Premium Membership,2017-04-30,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,08:21:20,8.0,95.38,29681.02,20.0,727.52,Yes,No,No,Not Applicable,No reason specified,3.0
22,M,City,Silver Membership,2015-09-22,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,02:51:06,12.0,30.21,79235.02,10.0,746.93,No,Yes,No,Not Applicable,User Friendly Website,2.0
36,F,Town,Gold Membership,2017-04-07,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,09:29:58,11.0,186.99,83740.72,4.0,309.83830119638617,No,Yes,Yes,No Information Available,Reasonable Price,1.0
50,F,City,No Membership,2017-09-11,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,12:54:22,13.0,34.39,16213.01,10.0,625.1253390027629,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,5.0
43,F,Village,Silver Membership,2016-08-02,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,00:23:26,2.0,733.05,43697.99,15.0,780.68,No,Yes,No,Not Applicable,Poor Website,3.0
41,M,City,Gold Membership,2017-12-11,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,05:28:06,15.0,231.18,29802.54,10.0,719.77,No,Yes,Yes,Solved,Too many ads,4.0
40,M,City,No Membership,2015-04-23,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,21:14:57,8.0,774.16,9644.67,5.0,805.2213192435097,Yes,No,Yes,Unsolved,Poor Product Quality,5.0
12,F,Village,Premium Membership,2015-09-20,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,16:33:24,18.0,267.35,19787.02,28.0,767.0,Yes,Yes,Yes,Unsolved,No reason specified,3.0
15,F,Village,Premium Membership,2016-04-20,No,Without Offers,Both,Mobile_Data,21:29:28,24.0,444.2,10245.55,17.0,796.7,Yes,Yes,Yes,Solved in Follow-up,Poor Product Quality,3.0
62,M,City,No Membership,2016-08-20,No,Without Offers,Smartphone,Mobile_Data,03:18:40,9.0,255.9,5735.82,23.0,644.23,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,4.0
12,F,City,Basic Membership,2017-03-02,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,19:27:04,2.0,393.91,23476.08,9.0,695.29,Yes,No,Yes,Solved,Poor Product Quality,5.0
29,F,Town,Platinum Membership,2015-07-24,Yes,Without Offers,Smartphone,Fiber_Optic,07:19:35,15.0,1457.2415691838926,4461.45,16.0,775.0329106666717,Yes,No,No,Not Applicable,Quality Customer Care,1.0
26,M,Village,Gold Membership,2016-03-03,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,03:00:25,13.0,171.88,58989.95,14.0,779.03,No,Yes,Yes,No Information Available,Products always in Stock,1.0
48,F,Town,Gold Membership,2017-10-19,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,21:00:53,13.0,1175.7774271107194,17721.03,17.259001693019403,355.9433675171933,Yes,No,No,Not Applicable,Poor Product Quality,4.0
16,M,City,Platinum Membership,2015-05-18,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,10:51:30,24.0,42.96,36100.91,9.0,701.42,No,Yes,Yes,No Information Available,Poor Product Quality,3.0
16,M,City,Gold Membership,2015-08-12,Yes,Without Offers,Smartphone,Fiber_Optic,04:27:27,16.0,146.99,47529.32,20.0,893.3367982638928,No,Yes,Yes,Unsolved,Poor Website,4.0
43,M,Town,Gold Membership,2017-05-14,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,10:21:20,19.0,107.18,16027.34,4.0,1059.640735763282,No,Yes,Yes,Solved,User Friendly Website,1.0
25,F,City,Basic Membership,2016-01-29,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,10:46:16,21.0,295.42,45480.07,11.0,528.85,Yes,No,Yes,Unsolved,Poor Product Quality,5.0
11,M,Town,Gold Membership,2017-02-10,No,Gift Vouchers/Coupons,Both,Wi-Fi,12:09:36,10.0,243.58,49579.02,16.0,1055.7230551596838,Yes,Yes,Yes,Solved,Poor Customer Service,3.0
52,M,City,No Membership,2017-08-21,No,Gift Vouchers/Coupons,Both,Wi-Fi,00:54:02,7.0,265.45,21317.87,15.0,674.25,No,Yes,No,Not Applicable,Too many ads,4.0
47,F,Village,Basic Membership,2016-05-05,No,Without Offers,Smartphone,Fiber_Optic,15:24:10,21.0,70.6,10039.28,25.0,627.13,No,Yes,No,Not Applicable,Poor Website,4.0
38,M,Town,Silver Membership,2016-11-25,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12:30:28,11.0,189.86,41951.34,14.0,694.95,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,4.0
44,F,City,Platinum Membership,2015-10-27,No,Without Offers,Smartphone,Fiber_Optic,06:43:48,8.0,382.04,10037.82,22.0,738.47,Yes,No,No,Not Applicable,Poor Customer Service,3.0
11,M,City,No Membership,2015-10-19,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,18:16:58,19.0,209.06,7080.44,9.0,153.3315478292497,Yes,Yes,Yes,No Information Available,Poor Product Quality,5.0
51,F,Town,Gold Membership,2016-03-17,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,00:55:06,10.0,311.87,8210.03,26.0,665.18,No,Yes,Yes,Solved,Too many ads,4.0
30,F,Town,No Membership,2016-09-01,No,Without Offers,Desktop,Mobile_Data,04:15:28,6.0,216.91,10470.31,22.0,674.87,No,Yes,No,Not Applicable,No reason specified,5.0
10,F,City,No Membership,2016-11-16,Yes,Without Offers,Smartphone,Mobile_Data,17:35:00,5.0,785.05,9175.9,17.610169810157075,591.8174531972911,Yes,Yes,No,Not Applicable,Poor Website,5.0
49,F,Town,Basic Membership,2016-06-05,No,Without Offers,Desktop,Mobile_Data,07:24:21,7.0,33.89,10028.02,23.0,628.91,No,Yes,No,Not Applicable,Poor Product Quality,4.0
34,F,City,Gold Membership,2017-12-21,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,19:22:51,16.0,225.24,27891.95,24.0,744.53,No,Yes,No,Not Applicable,Too many ads,3.0
33,M,Village,No Membership,2016-05-06,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11:28:20,14.0,268.23,24414.67,17.0,637.3,No,Yes,Yes,Unsolved,Poor Customer Service,5.0
16,M,City,Gold Membership,2017-11-11,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,09:11:47,20.0,179.15,69128.99,14.0,755.47,No,Yes,Yes,Unsolved,User Friendly Website,1.0
42,M,City,Basic Membership,2016-11-25,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,19:43:09,10.0,34.21,31420.85,29.0,542.62,Yes,No,Yes,Solved,Poor Customer Service,5.0
49,F,Town,Gold Membership,2017-06-02,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,03:15:59,6.0,236.22,24211.01,12.855725031864038,848.51,Yes,Yes,Yes,Unsolved,Products always in Stock,1.0
16,M,City,Silver Membership,2015-12-22,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,18:10:00,18.0,187.24,7715.26,29.0,1067.7415927769837,Yes,No,Yes,No Information Available,Poor Product Quality,3.0
17,F,City,No Membership,2016-12-26,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,11:33:19,11.0,68.28,34343.87,28.0,718.38,No,Yes,No,Not Applicable,No reason specified,4.0
45,M,City,Premium Membership,2015-11-13,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,03:02:23,17.0,850.33,5846.26,24.0,749.1320241172374,Yes,Yes,No,Not Applicable,Too many ads,3.0
35,M,Town,Silver Membership,2017-08-26,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,05:22:10,7.0,343.76,2823.17,5.0,686.05,No,Yes,Yes,Unsolved,Poor Product Quality,4.0
40,F,Town,Basic Membership,2016-04-13,Yes,Without Offers,Smartphone,Fiber_Optic,16:57:50,7.0,354.3,14222.33,20.0,676.33,Yes,No,No,Not Applicable,Too many ads,4.0
61,M,City,Platinum Membership,2015-12-12,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,12:32:47,11.0,215.46,38103.37,23.0,767.72,Yes,No,No,Not Applicable,Poor Customer Service,3.0
10,F,City,No Membership,2017-10-24,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,02:14:58,16.0,31.95,33340.83,6.0,619.55,No,Yes,No,Not Applicable,Poor Customer Service,5.0
45,F,Village,Premium Membership,2017-08-13,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,08:12:46,13.0,1012.45,29031.91,11.0,707.42,Yes,Yes,Yes,Unsolved,No reason specified,3.0
37,M,Town,Platinum Membership,2015-07-31,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,01:28:38,6.0,663.13,18999.58,6.0,788.79,Yes,No,Yes,Unsolved,Poor Website,3.0
50,F,City,Silver Membership,2016-09-29,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,15:34:18,5.0,227.01,4969.32,7.0,753.22,No,Yes,No,Not Applicable,User Friendly Website,2.0
51,M,Town,Gold Membership,2017-07-30,No,Gift Vouchers/Coupons,Both,Wi-Fi,07:50:10,11.0,319.34,26654.11,29.0,719.89,Yes,No,No,Not Applicable,Poor Customer Service,4.0
28,F,Town,Basic Membership,2016-10-27,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,16:05:16,18.0,139.51,24864.86,23.0,703.88,No,Yes,Yes,No Information Available,Poor Website,4.0
42,M,City,No Membership,2016-05-06,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,00:41:45,14.0,1086.01,37893.72,17.0,602.01,Yes,Yes,No,Not Applicable,Too many ads,5.0
11,F,City,Platinum Membership,2017-05-14,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,16:16:51,5.0,74.49,39855.99,5.0,487.37673368984713,Yes,No,No,Not Applicable,Poor Product Quality,3.0
21,M,City,Premium Membership,2017-11-14,No,Credit/Debit Card Offers,Desktop,Wi-Fi,07:58:35,7.0,151.92,45844.96,4.0,825.42,Yes,No,Yes,Solved in Follow-up,User Friendly Website,1.0
50,M,Town,Basic Membership,2016-09-07,No,Without Offers,Both,Mobile_Data,06:20:05,12.0,470.73,13015.06,27.0,551.86,No,Yes,Yes,Solved in Follow-up,Poor Website,5.0
11,F,City,Basic Membership,2016-03-18,Yes,Without Offers,Smartphone,Fiber_Optic,06:54:38,12.0,235.00546519976544,22546.89,25.0,620.1134210136061,No,Yes,Yes,Solved,No reason specified,4.0
28,F,Town,Gold Membership,2017-02-19,No,Credit/Debit Card Offers,Desktop,Mobile_Data,08:50:55,15.0,116.77,6668.11,12.0,727.84,No,Yes,No,Not Applicable,Products always in Stock,2.0
59,M,City,Premium Membership,2015-10-22,Yes,Credit/Debit Card Offers,Both,Wi-Fi,08:27:15,19.0,420.59,29087.48,19.0,719.25,Yes,Yes,No,Not Applicable,Quality Customer Care,2.0
26,F,City,Basic Membership,2017-01-25,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,10:37:06,20.0,31.34,10783.92,15.0,691.6,Yes,No,Yes,Solved,Poor Customer Service,4.0
28,F,City,Gold Membership,2017-11-25,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,21:29:13,8.0,704.36,41246.44,17.90673915230964,705.76,No,Yes,Yes,Solved,Poor Website,3.0
39,F,Town,No Membership,2017-07-12,No,Credit/Debit Card Offers,Desktop,Wi-Fi,19:42:01,19.0,33.89,41857.87,20.0,568.8,Yes,No,No,Not Applicable,Too many ads,5.0
44,M,Town,Gold Membership,2016-06-17,Yes,Without Offers,Desktop,Mobile_Data,02:58:15,11.0,30.92,42530.32,16.70029348885987,674.2,Yes,No,No,Not Applicable,Poor Product Quality,4.0
62,F,Town,Premium Membership,2015-10-30,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,17:53:11,21.0,144.85,12962.42,26.0,761.04,No,Yes,Yes,Solved in Follow-up,Too many ads,3.0
22,M,Town,No Membership,2017-06-02,Yes,Without Offers,Smartphone,Wi-Fi,00:22:50,4.0,287.8225385816638,8415.63,17.0,650.44,No,Yes,Yes,Solved in Follow-up,Too many ads,5.0
58,M,Town,Platinum Membership,2017-06-16,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,21:50:24,13.0,210.19,23324.46,22.0,761.72,No,Yes,Yes,Solved in Follow-up,No reason specified,3.0
11,F,City,Gold Membership,2017-11-25,Yes,Without Offers,Both,Wi-Fi,19:31:10,17.0,216.58,1159.5,13.0,689.07,Yes,No,No,Not Applicable,Poor Product Quality,4.0
64,F,Town,Platinum Membership,2016-12-04,No,Without Offers,Desktop,Mobile_Data,09:26:27,19.0,1158.772031743314,28188.07,25.0,777.55,No,Yes,No,Not Applicable,Poor Product Quality,3.0
36,F,Village,Gold Membership,2017-04-25,Yes,Without Offers,Smartphone,Mobile_Data,07:41:49,21.0,31.52,28147.66,6.0,704.5,No,Yes,Yes,No Information Available,Poor Product Quality,3.0
19,F,Town,Platinum Membership,2015-03-24,Yes,Without Offers,Smartphone,Fiber_Optic,09:32:13,11.0,38.63,23832.38,16.994081227536803,748.1168063085863,No,Yes,Yes,Solved,Poor Product Quality,3.0
12,M,City,Gold Membership,2017-09-09,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,04:41:09,20.0,35.37,14114.12,15.0,748.98,Yes,No,Yes,Unsolved,Poor Customer Service,3.0
48,M,Town,No Membership,2017-04-06,Yes,Without Offers,Smartphone,Fiber_Optic,04:19:54,22.0,140.42,37915.84,26.0,681.39,No,Yes,Yes,Solved,Poor Product Quality,4.0
43,M,Town,Basic Membership,2015-12-07,No,Without Offers,Both,Mobile_Data,07:25:04,10.0,404.86,25773.63,15.0,503.17,Yes,No,Yes,Solved in Follow-up,No reason specified,5.0
11,M,Town,Basic Membership,2017-02-15,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,03:46:09,2.0,333.09,9702.02,28.0,103.9867861412822,Yes,No,No,Not Applicable,No reason specified,4.0
54,M,Village,Gold Membership,2016-07-07,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,13:03:35,5.0,77.59,16497.32,12.0,619.26,No,Yes,Yes,Unsolved,Poor Customer Service,4.0
41,M,Village,Silver Membership,2017-10-31,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,14:07:27,20.0,34.53,89235.09,10.0,722.22,No,Yes,Yes,Unsolved,User Friendly Website,2.0
26,F,City,Silver Membership,2017-12-01,No,Without Offers,Desktop,Wi-Fi,18:51:52,4.0,1030.2983348743917,6395.84,23.0,632.19,No,Yes,No,Not Applicable,Too many ads,4.0
16,F,City,No Membership,2017-04-13,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,09:42:51,13.0,76.34,27113.0,7.0,621.1391126177992,No,Yes,Yes,Solved,Too many ads,5.0
32,F,City,Basic Membership,2015-04-08,No,Without Offers,Desktop,Fiber_Optic,17:22:16,18.0,67.72,17410.63,27.0,621.07,Yes,No,Yes,No Information Available,Too many ads,5.0
52,M,City,Basic Membership,2017-10-19,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11:53:46,12.0,63.53,14409.97,24.0,990.1529042729084,Yes,No,No,Not Applicable,Poor Product Quality,5.0
47,M,City,Basic Membership,2017-06-26,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,11:14:33,15.0,766.5,1428.52,12.0,595.81,No,Yes,Yes,Unsolved,Poor Website,5.0
26,F,City,Basic Membership,2015-04-09,No,Without Offers,Desktop,Mobile_Data,22:06:27,22.0,372.22,17643.89,8.0,562.19,No,Yes,Yes,Solved,Poor Customer Service,5.0
55,M,City,Gold Membership,2016-05-13,Yes,Without Offers,Desktop,Wi-Fi,03:14:32,20.0,347.86,42798.16,26.0,666.83,Yes,No,No,Not Applicable,Too many ads,4.0
54,M,Village,No Membership,2017-02-19,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,11:47:33,22.0,336.6,37031.92,28.0,563.29,No,Yes,Yes,Unsolved,Too many ads,5.0
19,F,City,Premium Membership,2016-08-25,Yes,Without Offers,Smartphone,Wi-Fi,08:14:46,12.0,102.35,6499.9,20.0,798.72,No,Yes,Yes,Unsolved,Poor Website,3.0
44,F,City,Premium Membership,2016-01-11,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,07:56:01,3.0,208.43,32922.07,20.0,794.98,Yes,No,Yes,Unsolved,No reason specified,3.0
24,F,Town,Silver Membership,2017-07-07,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,05:18:48,14.0,82.92,57056.16,8.0,759.67,No,Yes,Yes,Solved in Follow-up,Reasonable Price,2.0
23,F,Town,No Membership,2017-08-03,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,14:42:39,20.0,350.61,41485.69,17.549899630137848,264.92338471133894,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,5.0
31,F,Town,Basic Membership,2015-02-20,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,21:51:45,6.0,740.9,32278.61,12.0,563.64,Yes,Yes,Yes,No Information Available,Too many ads,5.0
26,M,Town,Silver Membership,2015-08-28,No,Without Offers,Desktop,Wi-Fi,11:59:39,13.0,214.44,31331.98,7.0,1028.014435836727,No,Yes,Yes,Solved,Too many ads,4.0
14,M,City,No Membership,2016-01-19,Yes,Without Offers,Desktop,Wi-Fi,22:12:23,23.0,60.36,30087.08,5.0,691.44,Yes,No,No,Not Applicable,Too many ads,4.0
57,F,Town,Basic Membership,2016-08-17,No,Without Offers,Desktop,Mobile_Data,11:38:46,8.0,147.02,38895.97,56.538478042489004,520.84,Yes,No,No,Not Applicable,Too many ads,5.0
51,F,City,Basic Membership,2016-05-30,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,17:51:53,2.0,45.02,22779.08,18.062174472177986,602.53,No,Yes,Yes,Solved in Follow-up,No reason specified,5.0
64,F,City,Basic Membership,2015-06-12,Yes,Without Offers,Both,Fiber_Optic,16:30:25,14.0,1073.26,32023.5,20.297273872962663,1087.3681231550795,Yes,Yes,Yes,Solved in Follow-up,Poor Product Quality,4.0
38,F,Village,Platinum Membership,2015-05-22,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,16:43:47,17.0,39.56,26064.49,17.11853132718279,725.59,No,Yes,No,Not Applicable,Too many ads,3.0
19,M,City,Silver Membership,2015-06-04,Yes,Without Offers,Desktop,Mobile_Data,12:31:24,12.0,37.01,5333.87,13.0,651.71,No,Yes,Yes,Unsolved,Poor Product Quality,4.0
18,M,City,Gold Membership,2017-09-25,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,13:11:51,8.0,705.71,41795.06,17.930518187145132,666.29,No,Yes,Yes,Unsolved,Too many ads,4.0
40,F,City,Gold Membership,2015-04-11,No,Without Offers,Desktop,Fiber_Optic,16:16:12,11.0,213.0812176009959,67185.96,3.0,750.4,Yes,No,Yes,No Information Available,User Friendly Website,1.0
34,M,Town,Platinum Membership,2016-11-14,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,22:08:04,14.0,59.5,16481.83,10.0,729.23,Yes,No,Yes,Unsolved,Poor Customer Service,3.0
64,F,Town,Silver Membership,2017-09-29,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,13:12:33,15.0,312.6,11086.78,6.0,752.21,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,3.0
59,F,Town,No Membership,2016-11-12,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,10:53:42,12.0,119.37,3800.94,5.0,1009.3377134921872,No,Yes,Yes,Solved,Poor Website,5.0
57,M,City,Gold Membership,2015-09-13,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,20:14:55,18.0,237.29,12792.93,6.0,711.9044804930683,Yes,No,Yes,Unsolved,Poor Website,3.0
64,F,City,Gold Membership,2015-09-27,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,16:13:12,21.0,30.08,43363.61,15.0,803.0,No,Yes,No,Not Applicable,Reasonable Price,1.0
53,M,City,No Membership,2016-09-08,Yes,Without Offers,Smartphone,Fiber_Optic,00:29:57,10.0,251.71,15384.0,8.0,502.49,No,Yes,No,Not Applicable,Too many ads,5.0
