age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score,points_per_transaction,transaction_value_per_time_unit,last_visit_hour,last_visit_time_of_day,last_visit_AMPM,joining_day_name,is_weekend
48,M,City,Platinum Membership,2015-09-26,No,Credit/Debit Card Offers,Desktop,Wi-Fi,03:45:51,9.0,450.3,33340.3,7.0,1123.1346509494872,Yes,Yes,No,Not Applicable,Quality Customer Care,2.0,0.03368699894570496,74.04019542527205,3,Night,AM,Saturday,1
43,M,City,Premium Membership,2015-05-21,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,20:38:49,3.0,99.1,82013.57,3.0,825.44,No,Yes,Yes,No Information Available,Quality Customer Care,1.0,0.010064675882296063,827.5839556004038,20,Evening,PM,Thursday,0
57,M,Town,Basic Membership,2017-06-20,No,Credit/Debit Card Offers,Desktop,Wi-Fi,03:43:35,15.0,32.77,4201.88,17.0,230.0305750764456,No,Yes,Yes,Solved,Poor Customer Service,5.0,0.05474467978058526,128.22337503814464,3,Night,AM,Tuesday,0
32,M,Town,No Membership,2016-01-29,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,09:09:54,11.0,31.7,47800.1,20.0,557.43,No,Yes,No,Not Applicable,Poor Product Quality,5.0,0.011661691084328275,1507.8895899053628,9,Morning,AM,Friday,0
36,M,Town,Basic Membership,2017-07-25,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,21:03:37,12.0,69.09,5507.85,22.0,690.47,Yes,No,Yes,Unsolved,Poor Product Quality,4.0,0.12536107555579762,79.71993052540165,21,Night,PM,Tuesday,0
45,M,City,Gold Membership,2015-05-11,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,14:41:52,15.0,208.27,33485.97,12.0,685.54,No,Yes,Yes,No Information Available,Poor Customer Service,4.0,0.020472454583217985,160.7815335862102,14,Afternoon,PM,Monday,0
28,M,City,Basic Membership,2017-08-10,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,23:29:58,14.0,238.98895120742387,31337.66,12.0,676.95,No,Yes,No,Not Applicable,Too many ads,4.0,0.021601804346591293,131.12597817462006,23,Night,PM,Thursday,0
50,M,Town,Gold Membership,2015-10-24,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,17:24:58,16.0,346.82,10461.45,8.0,793.66,Yes,No,No,Not Applicable,Poor Product Quality,3.0,0.07586520033073808,30.16391788247506,17,Evening,PM,Saturday,1
23,M,City,No Membership,2016-01-10,Yes,Without Offers,Smartphone,Mobile_Data,00:54:42,4.0,158.97,18881.33,9.0,569.71,No,Yes,No,Not Applicable,Poor Customer Service,5.0,0.030173192248639263,118.77291312826321,0,Night,AM,Sunday,1
29,F,Village,Basic Membership,2017-08-05,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,20:25:49,10.0,63.78,15603.53,28.0,710.08,No,Yes,No,Not Applicable,Poor Website,4.0,0.045507651153296726,244.6461273126372,20,Evening,PM,Saturday,1
58,M,Town,Silver Membership,2017-10-09,Yes,Without Offers,Smartphone,Wi-Fi,01:05:27,4.0,972.4929802665372,41860.39,28.0,711.2465240566215,Yes,No,No,Not Applicable,Poor Website,3.0,0.01699091967505849,43.0444135324525,1,Night,AM,Monday,0
18,F,Town,No Membership,2017-08-20,No,Without Offers,Desktop,Wi-Fi,10:02:24,22.0,217.33,35174.93,17.372731144081904,604.5518502495817,No,Yes,Yes,Solved,Poor Customer Service,5.0,0.01718700933447719,161.85031979018083,10,Morning,AM,Sunday,1
29,M,City,Basic Membership,2016-06-01,Yes,Without Offers,Both,Wi-Fi,06:57:32,12.0,565.19,40908.7,18.0,1040.2266700227724,Yes,No,No,Not Applicable,Poor Website,4.0,0.02542800602372533,72.38043843663192,6,Morning,AM,Wednesday,0
61,F,Town,Gold Membership,2016-11-20,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,21:24:41,5.0,197.24,65191.58,11.0,719.54,No,Yes,No,Not Applicable,User Friendly Website,2.0,0.01103731494159215,330.5190630703711,21,Night,PM,Sunday,1
24,M,Town,Basic Membership,2015-01-07,Yes,Without Offers,Both,Wi-Fi,07:03:39,8.0,924.79,47007.83,9.0,647.77,No,Yes,No,Not Applicable,Poor Website,5.0,0.013780044728718598,50.83081564463284,7,Morning,AM,Wednesday,0
64,M,Village,Gold Membership,2017-12-22,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,02:07:57,13.0,135.03,48893.03,8.0,737.6,No,Yes,No,Not Applicable,Poor Website,3.0,0.015085994874934117,362.0901281196771,2,Night,AM,Friday,0
64,M,City,Silver Membership,2015-08-16,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,00:46:48,8.0,1015.1507224025042,9847.11,9.0,718.61,No,Yes,No,Not Applicable,Poor Customer Service,4.0,0.07297674139925318,9.70014578396335,0,Night,AM,Sunday,1
45,F,Village,No Membership,2016-12-24,No,Without Offers,Desktop,Mobile_Data,19:11:00,8.0,145.84,12799.3,20.0,541.14,No,Yes,No,Not Applicable,Poor Website,5.0,0.04227887462595611,87.76261656609982,19,Evening,PM,Saturday,1
14,F,Town,Basic Membership,2016-01-23,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,13:03:40,17.0,33.26,21546.64,11.0,660.03,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,5.0,0.030632618357200936,647.8244137101624,13,Afternoon,PM,Saturday,1
61,M,Town,Gold Membership,2016-08-28,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,03:32:08,19.0,547.34,42359.63,21.0,779.28,No,Yes,No,Not Applicable,Poor Website,3.0,0.018396761255941092,77.39180399751524,3,Night,AM,Sunday,1
56,M,Town,Silver Membership,2017-09-07,Yes,Without Offers,Desktop,Wi-Fi,22:50:05,15.0,256.55,48249.74,29.0,716.8667832125913,No,Yes,Yes,Unsolved,Poor Customer Service,4.0,0.014857422717979232,188.0714870395634,22,Night,PM,Thursday,0
26,M,Town,Platinum Membership,2016-04-06,No,Without Offers,Desktop,Mobile_Data,10:42:03,14.0,207.13,95646.6,2.0,763.91,No,Yes,Yes,Solved,Products always in Stock,1.0,0.007986797230638621,461.7708685366678,10,Morning,AM,Wednesday,0
45,F,Town,Gold Membership,2016-09-14,No,Credit/Debit Card Offers,Desktop,Mobile_Data,22:03:56,7.0,210.2,11132.38,24.0,372.6075420674347,No,Yes,No,Not Applicable,Poor Product Quality,3.0,0.03347060934565966,52.96089438629876,22,Night,PM,Wednesday,0
57,F,Town,Gold Membership,2017-07-22,No,Without Offers,Desktop,Fiber_Optic,18:32:07,19.0,34.32,2547.22,18.0,698.0032653145432,Yes,No,Yes,Unsolved,Too many ads,3.0,0.27402551225043115,74.21969696969697,18,Evening,PM,Saturday,1
22,M,Town,Platinum Membership,2017-08-11,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,02:24:24,9.0,34.34,27259.47,16.075128188918807,737.69,Yes,No,No,Not Applicable,Too many ads,3.0,0.027061788068513438,793.8110075713453,2,Night,AM,Friday,0
17,M,Town,Silver Membership,2016-06-13,Yes,Without Offers,Desktop,Wi-Fi,22:00:55,14.0,38.38,6748.71,18.0,750.46,Yes,No,No,Not Applicable,Poor Product Quality,3.0,0.11120051091245586,175.8392391870766,22,Night,PM,Monday,0
47,M,City,No Membership,2017-09-27,No,Without Offers,Smartphone,Fiber_Optic,00:11:15,18.0,31.93,21248.07,6.0,240.74060270139967,Yes,No,No,Not Applicable,Poor Website,5.0,0.011329998569347695,665.4578766050736,0,Night,AM,Wednesday,0
33,M,City,Gold Membership,2016-11-28,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,02:42:12,8.0,172.46,42035.55,4.0,761.88,No,Yes,No,Not Applicable,Quality Customer Care,2.0,0.018124658770968857,243.74086744752407,2,Night,AM,Monday,0
64,M,Village,Silver Membership,2017-05-19,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,05:39:51,21.0,155.59,47016.4,22.0,758.74,No,Yes,No,Not Applicable,Poor Website,3.0,0.016137773202542092,302.18137412430104,5,Morning,AM,Friday,0
27,M,City,Basic Membership,2015-01-14,Yes,Without Offers,Desktop,Fiber_Optic,16:10:22,11.0,52.87,21548.2,20.0,599.97,Yes,No,Yes,Solved,Poor Product Quality,5.0,0.027843160913672605,407.5695101191602,16,Afternoon,PM,Wednesday,0
28,F,Town,Silver Membership,2016-01-07,Yes,Without Offers,Smartphone,Mobile_Data,21:05:09,9.0,238.5963668023388,15768.49,22.0,688.96,Yes,No,Yes,Unsolved,Poor Customer Service,4.0,0.04369219880914406,66.08855872924144,21,Night,PM,Thursday,0
60,F,Town,Platinum Membership,2016-01-13,Yes,Without Offers,Desktop,Fiber_Optic,16:21:03,9.0,119.77,45952.54,14.0,761.37,Yes,No,Yes,Solved,Poor Customer Service,3.0,0.016568616228830876,383.6732069800451,16,Afternoon,PM,Wednesday,0
53,F,Town,Silver Membership,2016-10-17,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,16:08:43,13.0,919.62,36174.8,18.0,776.78,No,Yes,Yes,Solved,Poor Customer Service,3.0,0.02147295907648418,39.33668254278942,16,Afternoon,PM,Monday,0
51,F,Town,Platinum Membership,2017-07-16,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,19:17:20,20.0,1270.1277069667594,19401.86,9.0,726.7,No,Yes,No,Not Applicable,Poor Website,3.0,0.03745517182373236,15.27551906283056,19,Evening,PM,Sunday,1
47,M,City,Basic Membership,2015-04-28,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,09:28:32,7.0,260.42,21686.97,23.0,606.95,No,Yes,Yes,Solved in Follow-up,Too many ads,4.0,0.027986851090770173,83.27689885569464,9,Morning,AM,Tuesday,0
41,M,City,No Membership,2016-08-29,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,18:15:23,13.0,216.91505107594267,48413.98,6.0,562.2480800032039,Yes,No,No,Not Applicable,Poor Product Quality,5.0,0.0116133414357424,223.19327201988446,18,Evening,PM,Monday,0
10,F,Town,Premium Membership,2015-11-09,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,08:12:19,3.0,171.87,11560.05,15.0,1024.9640153742723,No,Yes,Yes,Solved in Follow-up,Products always in Stock,2.0,0.08866432371609745,67.26042939430965,8,Morning,AM,Monday,0
63,F,City,Platinum Membership,2015-12-08,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,02:45:24,22.0,230.63,96422.52,16.0,766.25,Yes,Yes,Yes,Solved in Follow-up,User Friendly Website,1.0,0.007946795001831522,418.0831635086503,2,Night,AM,Tuesday,0
45,M,City,Gold Membership,2016-08-16,No,Without Offers,Both,Fiber_Optic,06:20:04,13.0,379.5803661736746,31400.38,18.0,789.99,No,Yes,No,Not Applicable,Poor Product Quality,3.0,0.025158612730164412,82.72393094650464,6,Morning,AM,Tuesday,0
44,F,City,Gold Membership,2015-08-30,No,Credit/Debit Card Offers,Both,Fiber_Optic,09:20:50,14.0,414.44,10928.71,3.0,813.44,Yes,No,Yes,Solved,Products always in Stock,1.0,0.07443147452901579,26.3698243412798,9,Morning,AM,Sunday,1
23,F,Village,Platinum Membership,2015-05-04,No,Gift Vouchers/Coupons,Both,Fiber_Optic,03:36:05,7.0,270.23,77641.04,4.0,799.38,No,Yes,Yes,Unsolved,User Friendly Website,2.0,0.010295843538417311,287.31465788402465,3,Night,AM,Monday,0
44,F,Town,No Membership,2015-06-07,Yes,Without Offers,Desktop,Mobile_Data,19:54:36,6.0,75.81,12706.89,22.0,507.4,No,Yes,No,Not Applicable,Poor Website,5.0,0.03993109250178446,167.61495844875344,19,Evening,PM,Sunday,1
11,M,Town,Silver Membership,2015-06-13,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,18:57:28,18.0,1416.87,43706.0,10.0,602.81,Yes,No,Yes,No Information Available,Poor Customer Service,4.0,0.013792385484830456,30.846866685016977,18,Evening,PM,Saturday,1
43,F,Town,Platinum Membership,2015-02-22,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,09:43:20,11.0,92.8,34922.01,27.0,706.01,Yes,No,No,Not Applicable,Poor Website,3.0,0.020216763009918384,376.3147629310345,9,Morning,AM,Sunday,1
47,M,City,Silver Membership,2016-10-31,No,Without Offers,Desktop,Wi-Fi,17:45:40,12.0,242.87,30587.3,25.0,797.94,Yes,No,No,Not Applicable,Too many ads,3.0,0.026087297669294122,125.94103841561329,17,Evening,PM,Monday,0
27,M,Town,No Membership,2017-01-26,No,Without Offers,Desktop,Wi-Fi,09:09:05,20.0,1233.055654560799,18129.53,12.0,338.49137409328847,Yes,No,No,Not Applicable,Poor Customer Service,4.0,0.018670719764565795,14.702929209190918,9,Morning,AM,Thursday,0
55,M,Town,Basic Membership,2015-02-14,No,Credit/Debit Card Offers,Both,Mobile_Data,11:39:11,9.0,301.03,18831.5,17.765960994043592,577.44,Yes,Yes,No,Not Applicable,Poor Product Quality,5.0,0.030663515917478696,62.55688801780554,11,Morning,AM,Saturday,1
22,M,Town,No Membership,2016-07-11,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,08:17:59,23.0,148.11,32698.0,16.0,636.9797774685678,Yes,No,No,Not Applicable,Poor Product Quality,5.0,0.01948069537796097,220.76834784957126,8,Morning,AM,Monday,0
14,F,Town,Premium Membership,2017-05-29,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,20:43:43,22.0,245.26,43842.0,33.48732306053995,776.8,Yes,No,No,Not Applicable,Too many ads,3.0,0.01771816979152411,178.75723721764658,20,Evening,PM,Monday,0
45,F,Town,Platinum Membership,2015-06-21,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,04:02:31,3.0,58.66,89681.6,10.002254401153689,767.17,No,Yes,No,Not Applicable,Products always in Stock,2.0,0.008554374587429305,1528.837367882714,4,Night,AM,Sunday,1
24,M,City,Premium Membership,2017-06-30,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,02:05:22,14.0,1082.0879457211197,57406.71,1.0,766.8,No,Yes,No,Not Applicable,User Friendly Website,1.0,0.013357323560259766,53.051796969924936,2,Night,AM,Friday,0
44,F,City,Gold Membership,2016-10-09,Yes,Without Offers,Desktop,Mobile_Data,18:34:25,9.0,533.73,3740.65,17.0,611.82,Yes,No,Yes,Unsolved,Poor Customer Service,4.0,0.16355980912408272,7.008506173533434,18,Evening,PM,Sunday,1
34,F,City,Silver Membership,2017-01-15,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,18:25:19,4.0,86.85,40175.92,27.0,708.55,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,4.0,0.01763618605373567,462.5897524467473,18,Evening,PM,Sunday,1
32,F,City,No Membership,2016-07-21,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,01:52:50,13.0,47.36,6635.48,22.0,664.66,No,Yes,Yes,Unsolved,Too many ads,5.0,0.10016758395775438,140.10726351351352,1,Night,AM,Thursday,0
54,F,Village,Silver Membership,2015-09-19,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,08:10:22,16.0,956.191434351504,7305.76,25.0,731.180063246553,No,Yes,No,Not Applicable,Too many ads,3.0,0.10008268314953585,7.6404783995527215,8,Morning,AM,Saturday,1
20,F,Town,No Membership,2016-05-10,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,23:03:07,1.0,99.59,45652.26,20.0,632.49,No,Yes,No,Not Applicable,Poor Product Quality,4.0,0.013854516731482735,458.4020483984336,23,Night,PM,Tuesday,0
26,M,Town,Basic Membership,2015-04-17,Yes,Without Offers,Smartphone,Fiber_Optic,08:59:46,11.0,230.34,20606.46,23.0,644.53,Yes,No,Yes,Solved,Poor Customer Service,5.0,0.03127805552239443,89.46105756707476,8,Morning,AM,Friday,0
60,M,City,Basic Membership,2017-09-25,No,Without Offers,Smartphone,Mobile_Data,10:24:13,16.0,159.88,46655.07,18.0,715.5,No,Yes,Yes,Unsolved,Poor Product Quality,4.0,0.015335953841672512,291.8130472854641,10,Morning,AM,Monday,0
18,F,Town,Gold Membership,2015-09-22,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,14:08:47,23.0,1302.473608075578,37694.36,8.0,647.81,Yes,No,Yes,No Information Available,Poor Customer Service,4.0,0.01718586016581791,28.940594086734635,14,Afternoon,PM,Tuesday,0
26,M,Town,No Membership,2016-10-19,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,04:14:09,8.0,353.64,33949.08,24.0,618.9,No,Yes,No,Not Applicable,Poor Customer Service,5.0,0.018230243647250528,95.9989820156091,4,Night,AM,Wednesday,0
50,M,Village,Basic Membership,2017-01-22,No,Without Offers,Desktop,Fiber_Optic,11:00:39,20.0,102.75,16381.57,38.30237423255719,616.1680954510197,Yes,No,Yes,No Information Available,Poor Website,5.0,0.03761349464373803,159.4313381995134,11,Morning,AM,Sunday,1
40,F,Town,Silver Membership,2017-06-27,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,14:20:49,8.0,560.14,25866.95,14.0,720.51,Yes,No,Yes,Unsolved,Poor Product Quality,3.0,0.02785446293436219,46.17943728353626,14,Afternoon,PM,Tuesday,0
25,F,Town,No Membership,2017-02-06,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,09:19:14,12.0,199.03,42293.77,17.512720125357834,667.23,Yes,No,No,Not Applicable,Poor Product Quality,4.0,0.01577608238754786,212.4994724413405,9,Morning,AM,Monday,0
35,F,Town,No Membership,2016-12-22,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,17:38:07,14.0,167.75,47460.63,29.0,687.3,No,Yes,Yes,Unsolved,Poor Website,5.0,0.01448147654171468,282.9247690014903,17,Evening,PM,Thursday,0
46,M,City,Gold Membership,2016-07-23,Yes,Without Offers,Smartphone,Fiber_Optic,22:21:10,21.0,33.68,2876.53,18.0,531.3962730754437,Yes,No,Yes,Solved,Poor Website,3.0,0.18473517504612977,85.40766033254157,22,Night,PM,Saturday,1
22,F,Town,No Membership,2017-08-03,No,Without Offers,Smartphone,Wi-Fi,18:56:24,9.0,146.84,36471.19,25.0,541.4,Yes,No,No,Not Applicable,Poor Product Quality,5.0,0.014844593773880149,248.3736720239717,18,Evening,PM,Thursday,0
24,F,City,Basic Membership,2017-12-02,Yes,Credit/Debit Card Offers,Both,Wi-Fi,20:05:46,1.0,1198.43,21100.61,24.0,601.99,No,Yes,No,Not Applicable,Poor Website,4.0,0.0285295069668602,17.606877331174953,20,Evening,PM,Saturday,1
61,F,City,Silver Membership,2016-12-11,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,07:10:50,8.0,33.23,5716.83,17.0,1176.3163429393433,Yes,No,Yes,Unsolved,Poor Website,3.0,0.2057637437074993,172.03821847727957,7,Morning,AM,Sunday,1
55,M,Village,Premium Membership,2016-09-09,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,21:28:35,22.0,204.20184412144977,34179.39,25.0,1159.831337809742,No,Yes,No,Not Applicable,Poor Website,3.0,0.033933646498949865,167.3804178755197,21,Night,PM,Friday,0
42,F,Town,Platinum Membership,2016-06-05,No,Without Offers,Both,Wi-Fi,05:27:04,4.0,449.2,17625.72,7.0,749.017191105903,Yes,No,Yes,Solved,Poor Website,3.0,0.042495693288325406,39.238023152270706,5,Morning,AM,Sunday,1
52,M,City,Gold Membership,2017-07-17,Yes,Credit/Debit Card Offers,Both,Mobile_Data,19:14:27,15.0,851.09,5182.21,22.0,636.15,Yes,Yes,No,Not Applicable,Too many ads,4.0,0.12275650735882952,6.088909516032381,19,Evening,PM,Monday,0
22,M,City,Basic Membership,2015-02-18,No,Credit/Debit Card Offers,Desktop,Wi-Fi,12:45:57,8.0,94.83,49567.64,12.0,500.32,Yes,No,No,Not Applicable,Poor Product Quality,5.0,0.010093682087749184,522.6999894548139,12,Afternoon,PM,Wednesday,0
59,M,City,Basic Membership,2015-05-30,Yes,Without Offers,Smartphone,Wi-Fi,08:49:25,5.0,153.12,5896.49,17.655414113593967,525.3,Yes,No,No,Not Applicable,Too many ads,5.0,0.08908689745933597,38.508947230929984,8,Morning,AM,Saturday,1
18,F,City,Silver Membership,2015-09-27,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,19:40:24,4.0,422.91,19247.53,10.0,713.3851479878316,No,Yes,No,Not Applicable,Too many ads,3.0,0.03706372443569807,45.51211841763023,19,Evening,PM,Sunday,1
47,M,Town,Basic Membership,2016-04-03,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,21:50:52,14.0,458.14,38276.38,21.0,706.28,Yes,No,No,Not Applicable,Poor Website,4.0,0.01845211067504294,83.54734360675775,21,Night,PM,Sunday,1
42,F,Town,Basic Membership,2015-06-19,Yes,Gift Vouchers/Coupons,Both,Wi-Fi,05:52:14,12.0,261.05,11832.49,5.0,664.81,Yes,No,Yes,Solved in Follow-up,Poor Product Quality,4.0,0.05618513094031771,45.3265274851561,5,Morning,AM,Friday,0
29,M,Town,Silver Membership,2015-09-22,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,07:34:49,4.0,184.69,5288.45,15.0,453.3660914094928,Yes,No,No,Not Applicable,Poor Product Quality,4.0,0.0857275934176352,28.63419784503763,7,Morning,AM,Tuesday,0
12,F,Town,Silver Membership,2017-09-03,Yes,Credit/Debit Card Offers,Both,Fiber_Optic,12:21:06,8.0,632.68,3223.49,4.0,780.5115165857042,Yes,Yes,Yes,Solved in Follow-up,User Friendly Website,2.0,0.2421324454506464,5.094976923563255,12,Afternoon,PM,Sunday,1
12,F,Town,Platinum Membership,2016-10-13,No,Credit/Debit Card Offers,Desktop,Mobile_Data,18:58:14,13.0,380.71,6608.09,16.0,814.88,Yes,Yes,No,Not Applicable,Products always in Stock,1.0,0.12331551174393811,17.357279819285022,18,Evening,PM,Thursday,0
15,M,City,Silver Membership,2016-01-13,No,Without Offers,Desktop,Wi-Fi,07:41:24,7.0,141.66,37189.88,21.0,737.2,Yes,No,No,Not Applicable,Poor Product Quality,3.0,0.01982259690001689,262.52915431314415,7,Morning,AM,Wednesday,0
48,M,City,Platinum Membership,2017-05-13,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,20:09:33,14.0,231.15,12179.16,14.0,758.74,No,Yes,No,Not Applicable,Too many ads,3.0,0.062298220895365526,52.68942245295263,20,Evening,PM,Saturday,1
37,M,Town,Basic Membership,2015-09-26,Yes,Without Offers,Smartphone,Fiber_Optic,06:34:28,19.0,31.04,21969.88,27.0,507.09,Yes,No,No,Not Applicable,Poor Customer Service,5.0,0.023081145641214242,707.792525773196,6,Morning,AM,Saturday,1
10,F,City,Silver Membership,2015-04-03,No,Without Offers,Desktop,Wi-Fi,20:41:48,22.0,76.9,8312.17,23.0,716.87,No,Yes,Yes,Solved in Follow-up,Poor Website,3.0,0.08624342379908015,108.09063719115734,20,Evening,PM,Friday,0
42,M,City,Basic Membership,2015-03-27,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,17:19:38,13.0,262.2740072768134,11562.13,8.0,619.1835576314909,No,Yes,Yes,Unsolved,Poor Product Quality,5.0,0.05355272407692103,44.084162666553965,17,Evening,PM,Friday,0
21,M,Town,Basic Membership,2016-08-11,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,07:33:00,13.0,1082.801029635189,35926.77,12.0,661.02,No,Yes,Yes,Unsolved,Poor Product Quality,5.0,0.018399093489339567,33.17947528375018,7,Morning,AM,Thursday,0
62,M,City,Basic Membership,2015-08-18,Yes,Without Offers,Both,Fiber_Optic,02:33:27,11.0,738.01,26896.71,26.0,624.7040279362471,Yes,Yes,Yes,Solved,Too many ads,5.0,0.023226038721324917,36.44491267056002,2,Night,AM,Tuesday,0
38,F,Town,Basic Membership,2015-04-07,Yes,Without Offers,Desktop,Fiber_Optic,23:14:01,6.0,687.93,3762.29,22.0,666.85,Yes,No,No,Not Applicable,Poor Product Quality,4.0,0.17724577318601173,5.469001206518105,23,Night,PM,Tuesday,0
15,M,City,Gold Membership,2017-08-04,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,13:05:59,7.0,86.07,15564.07,20.0,757.25,Yes,No,Yes,Solved,Poor Product Quality,3.0,0.04865372617830683,180.83037062855817,13,Afternoon,PM,Friday,0
29,M,Town,Premium Membership,2017-08-19,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,05:02:43,16.0,86.87,32314.67,7.0,291.74961761332435,Yes,No,No,Not Applicable,User Friendly Website,1.0,0.009028395388636937,371.98883388972024,5,Morning,AM,Saturday,1
48,F,Town,Premium Membership,2017-01-30,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,09:25:45,17.0,220.78,20578.73,8.0,795.09,Yes,Yes,No,Not Applicable,Poor Website,3.0,0.03863649506067673,93.20921279101367,9,Morning,AM,Monday,0
25,M,City,Basic Membership,2015-10-15,No,Without Offers,Desktop,Mobile_Data,16:53:36,19.0,275.59,41733.69,6.0,126.09314217362282,Yes,No,No,Not Applicable,Poor Product Quality,5.0,0.0030213753486361453,151.43397801081318,16,Afternoon,PM,Thursday,0
11,F,Town,Basic Membership,2017-03-23,No,Without Offers,Smartphone,Mobile_Data,05:33:28,5.0,373.35,33307.78,20.0,660.02,Yes,Yes,Yes,Solved,Poor Website,5.0,0.019815790785215948,89.21328512119993,5,Morning,AM,Thursday,0
26,F,Town,No Membership,2015-10-11,Yes,Gift Vouchers/Coupons,Smartphone,Mobile_Data,22:59:34,12.0,123.16,27993.61,8.0,1102.2508266493671,Yes,No,No,Not Applicable,Poor Website,5.0,0.03937508690909701,227.29465735628452,22,Night,PM,Sunday,1
56,F,Town,No Membership,2015-08-29,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,18:41:53,18.0,133.23,11860.56,15.0,653.51,Yes,No,Yes,Solved,Poor Product Quality,5.0,0.05509942194972244,89.02319297455529,18,Evening,PM,Saturday,1
50,M,Town,Premium Membership,2016-12-22,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,05:23:04,7.0,396.36,88537.39,9.87694637998974,769.3795609662296,No,Yes,Yes,Solved in Follow-up,Quality Customer Care,1.0,0.00868988300836776,223.37619840548996,5,Morning,AM,Thursday,0
55,F,Village,Premium Membership,2016-09-18,No,Without Offers,Desktop,Fiber_Optic,04:59:32,14.0,241.61,71019.42,4.0,417.79187114738335,No,Yes,No,Not Applicable,Products always in Stock,1.0,0.005882783485804071,293.9423864906254,4,Night,AM,Sunday,1
42,M,Town,Basic Membership,2017-05-05,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,02:57:18,9.0,30.42,9557.39,15.0,611.8909984375522,Yes,No,Yes,Solved,Poor Product Quality,4.0,0.06402281359634296,314.18113083497695,2,Night,AM,Friday,0
32,F,Village,Platinum Membership,2015-11-01,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,03:06:49,9.0,42.27,25679.81,13.0,735.86,Yes,No,No,Not Applicable,Poor Customer Service,3.0,0.028655196436422233,607.518571090608,3,Night,AM,Sunday,1
22,F,City,Platinum Membership,2016-06-26,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,11:22:53,14.0,1062.718052951719,31513.41,5.0,709.05,Yes,No,Yes,Unsolved,Poor Customer Service,3.0,0.02249994526139824,29.65359430233722,11,Morning,AM,Sunday,1
64,F,City,Silver Membership,2016-10-15,Yes,Credit/Debit Card Offers,Smartphone,Wi-Fi,20:05:33,18.0,30.67,39074.48,5.0,777.25,Yes,No,Yes,No Information Available,Too many ads,3.0,0.0198914995157965,1274.0293446364526,20,Evening,PM,Saturday,1
