age,gender,membership_category,joining_date,joined_through_referral,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,feedback,churn_risk_score,log_avg_time_spent,points_per_transaction,transaction_value_per_time_unit,last_visit_hour,region_category_Town,region_category_Village,preferred_offer_types_Gift Vouchers/Coupons,preferred_offer_types_Without Offers,medium_of_operation_Desktop,medium_of_operation_Smartphone,internet_option_Mobile_Data,internet_option_Wi-Fi,last_visit_time_of_day_Evening,last_visit_time_of_day_Morning,last_visit_time_of_day_Night,complaint_status_Not Applicable,complaint_status_Solved,complaint_status_Solved in Follow-up,complaint_status_Unsolved
22,0.0,2,2017-02-07,1.0,1900-01-01 09:20:09,13.0,3.6304555339762192,60523.59,797.95,1.0,0.0,1.0,2,2.0,3.6304555339762192,0.013184115482905098,16671.073212047348,9,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0
30,1.0,0,2017-04-06,1.0,1900-01-01 00:26:01,11.0,4.609261803891345,10962.42,662.26,0.0,1.0,0.0,0,5.0,4.609261803891345,0.06041184337035071,2378.346135761921,0,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0
38,0.0,3,2015-06-07,0.0,1900-01-01 02:22:54,18.0,3.740760075990925,8046.36,626.87,0.0,1.0,0.0,0,4.0,3.740760075990925,0.07790727732788491,2150.9960105817595,2,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0
40,0.0,2,2017-02-03,1.0,1900-01-01 07:25:12,19.0,6.578097769272938,1778.56,719.37,1.0,0.0,0.0,0,3.0,6.578097769272938,0.4044676592299388,270.3760361099923,7,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0
11,1.0,0,2016-01-06,1.0,1900-01-01 20:05:15,11.0,7.016672462192679,44038.67,548.22,1.0,0.0,1.0,1,5.0,7.016672462192679,0.01244860482843828,6276.289827876348,20,0,1,1,0,1,0,0,0,1,0,0,0,1,0,0
41,0.0,0,2015-04-26,0.0,1900-01-01 22:07:05,9.0,5.021838964603581,36265.63,657.31,1.0,0.0,1.0,0,5.0,5.021838964603581,0.01812487470919435,7221.583618196083,22,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1
36,0.0,2,2016-06-19,0.0,1900-01-01 03:57:10,7.0,4.824948079825999,10008.97,744.29,1.0,0.0,1.0,2,2.0,4.824948079825999,0.07436229701957345,2074.420249587629,3,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1
10,0.0,4,2015-08-16,0.0,1900-01-01 01:30:31,13.0,5.372682448503343,23719.53,754.47,0.0,1.0,1.0,1,3.0,5.372682448503343,0.03180796584080713,4414.839370714623,1,1,0,1,0,0,1,0,0,0,0,1,0,0,0,1
32,1.0,3,2015-09-14,1.0,1900-01-01 05:08:09,12.0,3.574029612434994,8563.64,638.82,0.0,1.0,1.0,0,4.0,3.574029612434994,0.07459678361070761,2396.074159599806,5,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0
29,1.0,3,2017-04-22,1.0,1900-01-01 20:16:44,16.0,3.5260663637080247,4181.3,777.1,0.0,1.0,1.0,0,3.0,3.5260663637080247,0.18585129026857675,1185.8256676720428,20,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0
16,1.0,4,2017-09-12,0.0,1900-01-01 10:18:42,19.0,3.849509100038904,17145.84,705.07,1.0,0.0,1.0,0,3.0,3.849509100038904,0.04112192811784083,4454.032853130992,10,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0
35,1.0,3,2016-12-21,0.0,1900-01-01 20:46:52,17.0,7.090041670254792,42093.46,1097.865557334036,1.0,0.0,0.0,1,3.0,7.090041670254792,0.026081618316337887,5936.983442085651,20,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
43,0.0,3,2017-06-04,1.0,1900-01-01 01:14:49,11.0,4.89910765260238,7859.43,738.86,0.0,1.0,0.0,0,3.0,4.89910765260238,0.09400936200207903,1604.2574601979022,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0
39,0.0,0,2015-03-09,1.0,1900-01-01 18:20:13,15.0,6.245001503741985,47574.28,709.89,1.0,0.0,0.0,1,4.0,6.245001503741985,0.014921718205719562,7617.977349003621,18,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0
18,0.0,1,2017-01-09,0.0,1900-01-01 01:32:37,10.0,6.048624349835855,42208.95,705.12,1.0,1.0,1.0,0,4.0,6.048624349835855,0.01670546175633367,6978.272671396009,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0
23,1.0,3,2016-07-04,0.0,1900-01-01 02:59:10,13.0,3.819030138578981,48186.25,712.35,1.0,0.0,0.0,0,3.0,3.819030138578981,0.014783262860255778,12617.405008992564,2,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
11,0.0,2,2016-11-06,0.0,1900-01-01 09:37:21,13.0,5.313452254132307,35096.13,767.2,0.0,1.0,0.0,0,3.0,5.313452254132307,0.021859960058274234,6605.146394739033,9,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
36,0.0,0,2017-03-31,1.0,1900-01-01 11:20:19,12.0,3.4509394735569696,9565.02,698.88,1.0,0.0,0.0,0,4.0,3.4509394735569696,0.07306623509412422,2771.7147963018588,11,1,0,0,1,1,0,1,0,0,1,0,1,0,0,0
26,0.0,0,2016-03-14,0.0,1900-01-01 16:47:22,19.0,5.22122031616307,2257.31,1040.613311116319,1.0,0.0,1.0,0,5.0,5.22122031616307,0.46099707666041395,432.3337961840374,16,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0
16,1.0,4,2017-03-23,1.0,1900-01-01 12:26:33,4.0,6.775331843774621,69335.64,314.8849802654189,0.0,1.0,1.0,2,1.0,6.775331843774621,0.0045414592014354944,10233.541559105724,12,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0
63,0.0,4,2016-10-08,0.0,1900-01-01 00:47:49,2.0,5.925217901289056,42073.04,738.75,0.0,1.0,1.0,0,3.0,5.925217901289056,0.01755875021153689,7100.673882532968,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0
17,1.0,4,2017-02-02,0.0,1900-01-01 06:18:52,20.0,3.534270335886517,24123.0,771.82,0.0,1.0,1.0,1,3.0,3.534270335886517,0.03199519131119678,6825.454112849893,6,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0
63,1.0,0,2016-04-09,1.0,1900-01-01 06:05:20,13.0,5.684837479488428,35741.44,540.25,1.0,0.0,0.0,0,5.0,5.684837479488428,0.01511550737743079,6287.15246987436,6,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0
64,0.0,2,2015-06-05,1.0,1900-01-01 11:05:20,16.0,4.023564380161053,78208.92,799.75,1.0,0.0,0.0,2,2.0,4.023564380161053,0.010225815674222326,19437.72054092732,11,0,1,1,0,1,0,0,0,0,1,0,1,0,0,0
58,1.0,1,2016-10-22,0.0,1900-01-01 04:49:29,14.0,4.942356453342962,1577.55,380.2285011864967,0.0,1.0,1.0,0,4.0,4.942356453342962,0.24102469093625986,319.18984696722157,4,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1
31,0.0,5,2017-09-09,0.0,1900-01-01 04:32:14,1.0,4.936055415740521,53218.27,710.18,0.0,1.0,0.0,2,2.0,4.936055415740521,0.01334466528130283,10781.538195518018,4,0,1,1,0,0,1,0,1,0,0,1,1,0,0,0
10,0.0,1,2015-07-07,1.0,1900-01-01 20:17:10,20.0,3.566429294357372,5932.66,604.56,0.0,1.0,1.0,0,5.0,3.566429294357372,0.10190369918383996,1663.473325935933,20,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0
17,0.0,4,2015-03-30,0.0,1900-01-01 16:02:28,17.0,5.9803277626970655,19432.97,163.42067740607672,1.0,0.0,1.0,0,3.0,5.9803277626970655,0.00840945452013134,3249.4824315843075,16,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
60,1.0,4,2017-06-02,0.0,1900-01-01 13:32:49,19.0,5.205324499698872,90921.56,804.98,0.0,1.0,1.0,2,1.0,5.205324499698872,0.008853565644936142,17467.030154461998,13,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0
30,1.0,2,2016-07-06,1.0,1900-01-01 23:28:39,13.0,4.830072190317164,22243.56,271.7199087320331,1.0,0.0,1.0,0,4.0,4.830072190317164,0.012215666410054555,4605.223094717222,23,1,0,1,0,0,1,0,1,0,0,1,0,1,0,0
55,1.0,3,2016-04-17,1.0,1900-01-01 04:30:06,16.0,5.692552992704652,20776.31,684.67,0.0,1.0,0.0,1,4.0,5.692552992704652,0.032954360037947064,3649.73501812387,4,1,0,0,1,1,0,0,0,0,0,1,1,0,0,0
37,0.0,3,2016-11-27,1.0,1900-01-01 04:38:46,15.0,3.72834052299485,4437.39,749.83,0.0,1.0,1.0,0,3.0,3.72834052299485,0.1689799634469812,1190.1783038947299,4,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
47,1.0,2,2016-02-08,1.0,1900-01-01 06:17:43,12.0,6.740070086121171,47725.17,799.79,1.0,1.0,0.0,2,2.0,6.740070086121171,0.01675824308221427,7080.812126608799,6,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0
57,0.0,0,2016-06-09,0.0,1900-01-01 08:38:06,12.0,5.090431817622808,1233.78,668.96,1.0,0.0,1.0,0,4.0,5.090431817622808,0.5422036343594483,242.3723652930029,8,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
56,1.0,1,2017-11-02,0.0,1900-01-01 02:14:41,21.0,6.0753690193302,36495.59,629.19,1.0,0.0,1.0,0,5.0,6.0753690193302,0.017240165181601395,6007.139629523867,2,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0
38,1.0,0,2016-02-27,1.0,1900-01-01 05:55:00,11.0,5.993986364651492,16758.33,656.67,0.0,1.0,1.0,0,4.0,5.993986364651492,0.03918469203076917,2795.8572109588677,5,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
62,1.0,5,2015-12-23,0.0,1900-01-01 03:36:22,16.0,5.006225585607556,45961.53,784.35,0.0,1.0,1.0,0,3.0,5.006225585607556,0.01706535879027526,9180.87473567616,3,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1
38,1.0,0,2016-10-01,1.0,1900-01-01 18:42:13,13.0,3.692124184278825,19265.09,622.6328835107196,0.0,1.0,1.0,0,5.0,3.692124184278825,0.03231923045834302,5217.887871169482,18,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1
33,1.0,1,2016-10-13,1.0,1900-01-01 02:11:18,7.0,5.947564904817964,31558.84,625.97,1.0,0.0,0.0,0,5.0,5.947564904817964,0.019835012947243942,5306.178327610182,2,0,0,1,0,1,0,0,0,0,0,1,1,0,0,0
40,0.0,5,2017-05-11,0.0,1900-01-01 13:25:34,11.0,5.186882886101731,14021.53,740.14,0.0,1.0,1.0,2,2.0,5.186882886101731,0.052785965582928536,2703.2671274631502,13,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1
24,1.0,2,2015-01-15,1.0,1900-01-01 22:07:07,14.0,5.48359288941835,41103.71,232.71133416217927,1.0,0.0,0.0,0,4.0,5.48359288941835,0.005661565200858493,7495.762509889735,22,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
10,1.0,5,2015-07-19,0.0,1900-01-01 05:21:43,15.0,3.56953269648137,26545.23,202.8883594340849,0.0,1.0,0.0,0,3.0,3.56953269648137,0.007643119288628687,7436.612088234038,5,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0
39,1.0,1,2015-12-22,0.0,1900-01-01 02:35:50,13.0,4.059235385108533,22876.8,982.721593973146,1.0,0.0,1.0,0,4.0,4.059235385108533,0.04295712660744274,5635.741175277604,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
42,1.0,3,2016-03-07,0.0,1900-01-01 08:53:49,14.0,4.250208060053033,43328.9,882.4388139554201,0.0,1.0,1.0,0,4.0,4.250208060053033,0.020366056233955168,10194.536217471516,8,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
17,0.0,1,2015-10-02,0.0,1900-01-01 04:24:55,10.0,4.269137852595264,18535.3,676.18,1.0,0.0,0.0,1,5.0,4.269137852595264,0.03648066122479809,4341.696295595643,4,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0
30,0.0,1,2016-09-30,1.0,1900-01-01 02:57:54,24.0,4.564244019375446,2834.72,717.11,1.0,0.0,1.0,1,4.0,4.564244019375446,0.2529738386860078,621.071088216684,2,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1
19,0.0,0,2016-06-07,1.0,1900-01-01 22:58:55,13.0,4.155596438253864,31355.26,624.671942836182,1.0,0.0,0.0,1,5.0,4.155596438253864,0.01992239716194929,7545.309191085728,22,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0
56,0.0,2,2015-05-17,0.0,1900-01-01 09:55:48,17.0,4.116921116401006,15453.8,292.71914437635013,1.0,0.0,1.0,0,4.0,4.116921116401006,0.018941564170388524,3753.7274975794635,9,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0
33,1.0,1,2016-10-18,1.0,1900-01-01 13:10:48,23.0,5.12782556150766,9876.01,628.82,1.0,0.0,1.0,0,5.0,5.12782556150766,0.06367146246307973,1925.9645012371095,13,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
48,1.0,3,2015-02-23,0.0,1900-01-01 04:01:11,15.0,4.517976974285714,73981.78,838.05,1.0,0.0,1.0,2,1.0,4.517976974285714,0.011327789085366694,16374.9794257631,4,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0
54,0.0,5,2015-03-17,0.0,1900-01-01 21:44:32,3.0,5.651506241201937,11387.82,735.44,1.0,1.0,0.0,0,3.0,5.651506241201937,0.06458128070166196,2015.0061795876366,21,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0
13,1.0,4,2015-03-05,0.0,1900-01-01 03:06:44,14.0,5.383347615732612,32572.85,723.92,1.0,1.0,1.0,0,3.0,5.383347615732612,0.022224644143819163,6050.668157636186,3,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0
30,1.0,0,2017-08-18,0.0,1900-01-01 17:53:43,8.0,4.566845071666424,10149.5,686.7,0.0,1.0,1.0,0,5.0,4.566845071666424,0.0676585053450909,2222.4314249172653,17,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0
53,1.0,1,2016-10-18,0.0,1900-01-01 03:18:32,6.0,5.164728829433656,41186.95,553.7,1.0,0.0,0.0,0,5.0,5.164728829433656,0.01344357860924395,7974.658759483486,3,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
32,0.0,1,2015-12-24,0.0,1900-01-01 02:29:21,14.0,5.436556410771803,24355.48,517.94,1.0,1.0,0.0,0,5.0,5.436556410771803,0.021265850642237398,4479.946157045828,2,0,0,0,1,1,0,0,1,0,0,1,1,0,0,0
32,1.0,2,2015-03-05,1.0,1900-01-01 10:39:31,2.0,6.643646493722729,18342.84,787.43,1.0,1.0,0.0,0,3.0,6.643646493722729,0.04292846691133979,2760.9596653481326,10,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0
23,0.0,0,2017-08-08,0.0,1900-01-01 01:13:13,12.0,5.164728829433656,29708.47,694.4,1.0,0.0,1.0,1,5.0,5.164728829433656,0.023373805517416413,5752.183896024163,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
37,1.0,1,2015-03-27,1.0,1900-01-01 06:07:07,8.0,7.415686538009635,20568.85,662.9,1.0,0.0,1.0,0,4.0,7.415686538009635,0.03222834528911436,2773.694639676701,6,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0
36,1.0,0,2016-03-12,0.0,1900-01-01 14:37:43,12.0,5.043489630967203,7731.05,887.5219441608823,1.0,0.0,1.0,0,5.0,5.043489630967203,0.11479966423201017,1532.8771477056446,14,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0
59,0.0,0,2017-07-04,1.0,1900-01-01 12:10:01,5.0,6.742798085214886,39564.54,509.26,0.0,1.0,0.0,0,5.0,6.742798085214886,0.012871626966975984,5867.673849933935,12,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
30,1.0,1,2017-02-13,0.0,1900-01-01 02:44:33,3.0,5.834167255218762,7550.07,645.26,1.0,0.0,1.0,0,5.0,5.834167255218762,0.08546410827979078,1294.1127104723187,2,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0
46,1.0,0,2016-08-18,0.0,1900-01-01 10:02:48,13.0,5.676205706885966,43097.65,668.26,1.0,1.0,1.0,0,4.0,5.676205706885966,0.015505717829162378,7592.686422149398,10,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
41,1.0,0,2017-06-24,0.0,1900-01-01 13:40:39,11.0,3.497718948652777,46988.54,597.52,1.0,0.0,1.0,0,5.0,3.497718948652777,0.012716292100158889,13434.052503875037,13,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0
43,0.0,2,2017-04-18,0.0,1900-01-01 18:05:26,20.0,5.988234335587697,92321.91,1106.98562946319,1.0,1.0,1.0,2,2.0,5.988234335587697,0.011990497482809767,15417.217300822173,18,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
15,0.0,0,2017-03-23,0.0,1900-01-01 14:54:15,12.0,3.5157158351047477,20600.83,643.52,0.0,1.0,1.0,0,5.0,3.5157158351047477,0.031237576350079094,5859.640245749901,14,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
16,1.0,2,2016-09-09,0.0,1900-01-01 11:44:28,4.0,5.942248042068195,44712.46,664.54,1.0,1.0,1.0,1,4.0,5.942248042068195,0.014862523779724935,7524.50245823765,11,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0
39,0.0,3,2017-10-29,0.0,1900-01-01 11:12:54,12.0,3.539508997459668,13788.92,624.55,0.0,1.0,0.0,0,4.0,3.539508997459668,0.045293612552687226,3895.715481976854,11,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
46,1.0,1,2016-06-26,1.0,1900-01-01 08:34:30,23.0,4.71965891247279,16621.11,647.19,0.0,1.0,0.0,1,4.0,4.71965891247279,0.03893783267182517,3521.676101651091,8,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
32,1.0,0,2016-09-30,1.0,1900-01-01 21:34:07,14.0,5.450695046968919,16799.07,628.68,1.0,0.0,0.0,1,4.0,5.450695046968919,0.037423500229476984,3082.0051122364307,21,1,0,0,1,1,0,1,0,0,0,1,1,0,0,0
25,1.0,2,2015-04-15,1.0,1900-01-01 17:15:05,12.0,5.467680322177599,11295.08,788.29,1.0,0.0,1.0,0,3.0,5.467680322177599,0.06979056367905317,2065.7901220350677,17,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0
25,1.0,1,2016-09-01,0.0,1900-01-01 07:52:09,6.0,5.977010590137832,36061.06,500.67,1.0,0.0,1.0,0,5.0,5.977010590137832,0.013883951275974695,6033.293643397814,7,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0
25,0.0,1,2017-03-02,0.0,1900-01-01 19:57:52,7.0,5.174736304776682,16463.92,1218.7770795214528,0.0,1.0,0.0,0,5.0,5.174736304776682,0.07402715024863173,3181.5959365509166,19,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0
23,1.0,0,2015-05-02,0.0,1900-01-01 09:05:14,9.0,3.5172010574184616,14904.01,651.4,1.0,0.0,1.0,0,5.0,3.5172010574184616,0.04370635822171348,4237.4631864062885,9,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1
62,0.0,5,2016-03-11,0.0,1900-01-01 10:05:13,9.0,4.192076050715436,35553.8,780.04,0.0,1.0,0.0,2,2.0,4.192076050715436,0.021939708273095982,8481.191555179981,10,0,1,0,0,0,1,0,1,0,1,0,1,0,0,0
19,0.0,3,2017-10-07,0.0,1900-01-01 21:34:32,13.0,5.760572302057995,28940.45,787.0,1.0,1.0,1.0,2,1.0,5.760572302057995,0.027193772038789997,5023.884517456862,21,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0
32,0.0,1,2017-01-26,1.0,1900-01-01 13:22:58,11.0,4.115453525432336,43996.77,525.11,0.0,1.0,0.0,0,5.0,4.115453525432336,0.011935194333584035,10690.624916090639,13,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
58,1.0,5,2017-09-26,0.0,1900-01-01 21:23:25,8.0,5.800273774844962,53669.19,832.66,1.0,0.0,1.0,2,1.0,5.800273774844962,0.015514674247925112,9252.871861455289,21,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0
41,0.0,2,2017-07-09,0.0,1900-01-01 11:58:18,10.0,3.499231121933521,47822.12,727.47,0.0,1.0,0.0,1,3.0,3.499231121933521,0.015211998129735779,13666.4650986459,11,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0
42,1.0,4,2016-10-30,1.0,1900-01-01 08:46:11,24.0,5.43079195094741,3005.44,789.26,1.0,0.0,1.0,0,3.0,5.43079195094741,0.2626104663543441,553.4073164919706,8,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0
52,0.0,5,2015-12-13,1.0,1900-01-01 09:59:58,2.0,6.7793990435299945,34534.64,817.88,1.0,1.0,1.0,2,1.0,6.7793990435299945,0.023682887674520425,5094.056239831253,9,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
32,0.0,2,2017-04-21,0.0,1900-01-01 02:03:36,14.0,5.100597867573986,7817.55,729.56,1.0,0.0,0.0,0,3.0,5.100597867573986,0.09332335578282197,1532.6732675199678,2,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0
53,1.0,1,2016-12-16,0.0,1900-01-01 08:24:26,10.0,4.654246023634684,14158.72,115.0252435896058,1.0,0.0,0.0,0,5.0,4.654246023634684,0.008123986037551826,3042.1082014360077,8,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0
32,0.0,3,2017-06-12,1.0,1900-01-01 14:45:21,13.0,4.839451481712757,23318.42,705.8344407329973,0.0,1.0,1.0,0,3.0,4.839451481712757,0.030269393926904028,4818.401442418686,14,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
39,1.0,2,2015-09-03,0.0,1900-01-01 13:56:01,10.0,5.171846702494088,10240.48,614.52,0.0,1.0,1.0,0,4.0,5.171846702494088,0.0600089058325391,1980.043220357169,13,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0
56,1.0,1,2016-05-09,0.0,1900-01-01 07:37:47,17.0,5.874284454644814,18460.88,615.16,0.0,1.0,0.0,0,4.0,5.874284454644814,0.033322355164000846,3142.660206964089,7,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0
41,0.0,1,2015-01-12,0.0,1900-01-01 02:59:02,3.0,5.382152872460269,26970.57,521.32,1.0,1.0,1.0,0,5.0,5.382152872460269,0.019329216994672344,5011.11184299589,2,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1
17,0.0,2,2017-03-05,1.0,1900-01-01 23:49:20,8.0,5.8555016292920445,3695.59,738.83,0.0,1.0,1.0,0,3.0,5.8555016292920445,0.1999220692771655,631.1312392968821,23,1,0,0,1,1,0,0,0,0,0,1,0,1,0,0
20,1.0,5,2015-10-20,1.0,1900-01-01 15:39:39,21.0,3.895080284697834,45096.72,741.31,1.0,0.0,0.0,0,3.0,3.895080284697834,0.01643822433205785,11577.866617324024,15,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
25,0.0,4,2017-08-27,0.0,1900-01-01 09:07:11,13.0,5.164728829433656,41740.32,729.37,0.0,1.0,0.0,1,3.0,5.164728829433656,0.01747399157457346,8081.802816465986,9,0,0,0,1,1,0,1,0,0,1,0,1,0,0,0
31,0.0,3,2017-02-02,0.0,1900-01-01 14:59:27,8.0,3.8918202981106265,15436.25,840.8,1.0,0.0,1.0,2,1.0,3.8918202981106265,0.0544691877884849,3966.3316437025323,14,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
43,0.0,3,2017-01-27,0.0,1900-01-01 18:30:50,14.0,4.111037785163761,35161.99,691.45,1.0,0.0,0.0,0,4.0,4.111037785163761,0.01966470043362165,8553.069039378663,18,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0
52,0.0,3,2016-11-05,0.0,1900-01-01 19:59:24,8.0,5.164728829433656,35031.37,618.7,1.0,1.0,0.0,0,4.0,5.164728829433656,0.017661313274359523,6782.809157444459,19,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0
48,1.0,1,2017-10-30,0.0,1900-01-01 22:19:20,10.0,3.85820019873064,9689.23,622.8580458007144,1.0,0.0,1.0,1,5.0,3.85820019873064,0.06428354428584257,2511.3341716139525,22,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0
12,0.0,3,2016-11-05,1.0,1900-01-01 07:17:05,16.0,5.467384807663575,17988.57,687.63,0.0,1.0,0.0,0,4.0,5.467384807663575,0.03822594013865471,3290.159853900463,7,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0
17,0.0,3,2017-02-04,1.0,1900-01-01 05:33:53,5.0,5.239628370199357,40312.6,708.5538999199666,0.0,1.0,1.0,1,4.0,5.239628370199357,0.017576487250139328,7693.789931606578,5,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0
58,0.0,0,2017-01-03,0.0,1900-01-01 23:06:10,21.0,4.427477897577799,29300.54,627.7724211456303,0.0,1.0,1.0,0,5.0,4.427477897577799,0.021425285033846827,6617.8850979764,23,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0
27,1.0,1,2016-02-07,1.0,1900-01-01 14:10:45,16.0,6.920842687613724,49525.59,612.89,0.0,1.0,1.0,0,4.0,6.920842687613724,0.012375218548633141,7156.005740259963,14,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0
43,1.0,5,2017-05-25,1.0,1900-01-01 09:10:30,8.0,6.228432105015261,75121.0,414.0193138717845,1.0,0.0,1.0,2,1.0,6.228432105015261,0.005511365848055597,12060.980794751064,9,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1
12,0.0,1,2017-08-16,0.0,1900-01-01 08:43:16,12.0,4.343285806357451,43541.64,703.94,0.0,1.0,0.0,0,4.0,4.343285806357451,0.01616705296355397,10025.046000027505,8,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0
60,0.0,3,2015-04-10,1.0,1900-01-01 08:47:01,17.0,5.632894952308452,43253.94,977.1960834158374,1.0,0.0,0.0,0,4.0,5.632894952308452,0.022592070997829037,7678.811759532961,8,0,1,0,1,1,0,1,0,0,1,0,1,0,0,0
14,0.0,1,2017-11-15,0.0,1900-01-01 12:36:03,22.0,5.452453760558967,35511.34,653.57,1.0,0.0,1.0,0,4.0,5.452453760558967,0.018404543450064124,6512.909885981224,12,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
56,0.0,0,2017-11-06,1.0,1900-01-01 16:14:44,5.0,6.561822431575306,14501.23,658.59,0.0,1.0,0.0,0,4.0,6.561822431575306,0.04541614745783634,2209.939411072827,16,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0
14,1.0,1,2017-03-16,1.0,1900-01-01 09:02:23,14.0,6.74785644345019,9877.98,940.2151861116192,1.0,0.0,1.0,0,5.0,6.74785644345019,0.0951829408554805,1463.8693165424504,9,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0
24,0.0,2,2016-07-05,0.0,1900-01-01 06:37:10,23.0,5.7133366874610125,78890.58,797.32,1.0,0.0,0.0,2,2.0,5.7133366874610125,0.010106656586882744,13808.144752459653,6,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
53,1.0,4,2017-05-23,1.0,1900-01-01 22:18:17,3.0,6.444163052697327,16109.77,1246.1497200928409,1.0,0.0,1.0,0,3.0,6.444163052697327,0.07735366303136798,2499.9010528228255,22,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
