age,gender,region_category,membership_category,joining_date,joined_through_referral,preferred_offer_types,medium_of_operation,internet_option,last_visit_time,days_since_last_login,avg_time_spent,avg_transaction_value,avg_frequency_login_days,points_in_wallet,used_special_discount,offer_application_preference,past_complaint,complaint_status,feedback,churn_risk_score
50,F,Town,Silver Membership,2016-06-22,,Gift Vouchers/Coupons,Desktop,Mobile_Data,01:00:48,13.0,32.74,20480.99,27.0,783.25,No,Yes,No,Not Applicable,Poor Product Quality,3.0
19,M,Town,Silver Membership,2015-03-24,Yes,Without Offers,Smartphone,Mobile_Data,07:13:08,13.0,61.29,26623.35,17.0,782.9,Yes,No,Yes,Solved in Follow-up,Poor Website,3.0
23,M,,Silver Membership,2015-11-01,Yes,Credit/Debit Card Offers,Both,Wi-Fi,19:00:59,15.0,1311.66,21785.34,46.06550078578628,779.29,No,Yes,Yes,Solved in Follow-up,Poor Website,3.0
28,F,Town,Platinum Membership,2016-09-10,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,15:01:32,17.0,119.12,4969.83,,708.22,No,Yes,No,Not Applicable,Poor Customer Service,3.0
45,F,Town,No Membership,2017-06-01,No,Without Offers,Both,Fiber_Optic,19:08:40,16.0,343.29,47893.8,13.0,542.36,Yes,Yes,Yes,No Information Available,,5.0
41,F,Town,Silver Membership,2017-07-21,,Without Offers,Smartphone,Wi-Fi,14:44:30,17.0,162.28,13860.6,25.0,679.14,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,4.0
33,M,Town,Platinum Membership,2015-09-14,,Credit/Debit Card Offers,Desktop,Wi-Fi,10:44:22,22.0,170.82,55420.8,6.0,800.37,No,Yes,Yes,Unsolved,Products always in Stock,1.0
43,F,Town,Silver Membership,2016-07-17,No,Gift Vouchers/Coupons,Both,Wi-Fi,11:07:51,15.0,447.48,25322.95,17.0,751.62,No,Yes,Yes,Unsolved,Products always in Stock,2.0
17,F,City,Basic Membership,2015-09-15,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,09:01:22,11.0,419.1,43874.83,17.0,659.63,Yes,Yes,Yes,Solved,Poor Product Quality,5.0
54,F,Village,Silver Membership,2017-04-25,Yes,Credit/Debit Card Offers,Desktop,Wi-Fi,15:09:17,13.0,842.12,52300.85,12.0,742.69,No,Yes,Yes,Solved in Follow-up,Products always in Stock,2.0
36,M,Village,Silver Membership,2015-02-23,Yes,Without Offers,,Mobile_Data,08:47:16,9.0,300.11,30645.15,13.0,715.31,No,Yes,Yes,Solved in Follow-up,Poor Customer Service,4.0
10,M,,Platinum Membership,2015-02-24,Yes,Without Offers,Desktop,Mobile_Data,18:24:39,14.0,87.38,7609.04,23.0,790.64,No,Yes,No,Not Applicable,,3.0
32,F,Town,Platinum Membership,2016-09-29,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,05:32:03,9.0,1221.79,98912.41,16.0,1496.3859977601835,Yes,No,No,Not Applicable,Reasonable Price,2.0
22,F,,No Membership,2015-07-13,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21:30:13,19.0,1018.2493310934684,9345.77,20.0,697.45,Yes,No,No,Not Applicable,Too many ads,5.0
56,M,City,No Membership,2017-08-08,No,Without Offers,,Mobile_Data,19:58:46,6.0,243.96,23356.27,21.0,,Yes,No,No,Not Applicable,Too many ads,5.0
33,F,Town,No Membership,2015-03-09,No,Without Offers,Smartphone,Fiber_Optic,11:25:06,3.0,149.32,16259.54,,629.74,No,Yes,No,Not Applicable,Poor Website,5.0
49,M,Town,Basic Membership,2016-09-22,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19:00:04,1.0,1963.32,12450.16,,625.88,No,Yes,Yes,No Information Available,Too many ads,5.0
30,F,Town,Premium Membership,2017-01-10,Yes,Credit/Debit Card Offers,Smartphone,Fiber_Optic,19:54:31,2.0,75.89,60623.85,9.0,469.2774513714861,No,Yes,Yes,Solved,Products always in Stock,1.0
24,M,Town,No Membership,2015-03-25,No,Without Offers,Smartphone,Fiber_Optic,11:30:09,26.0,40.16,31664.14,,586.49,No,Yes,Yes,Solved in Follow-up,,5.0
61,M,City,Gold Membership,2015-12-09,No,Without Offers,Smartphone,Mobile_Data,10:31:19,7.0,172.62,2675.91,27.0,760.58,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,3.0
26,F,City,Premium Membership,2017-09-15,Yes,Without Offers,,Wi-Fi,08:26:43,8.0,149.13,10052.19,14.0,740.85,No,Yes,No,Not Applicable,Poor Customer Service,3.0
31,M,Town,Premium Membership,2015-10-15,No,Credit/Debit Card Offers,Desktop,Wi-Fi,10:43:23,12.0,437.04,42427.56,14.0,745.0,No,Yes,No,Not Applicable,Too many ads,3.0
38,M,Town,Platinum Membership,2015-11-25,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,12:03:39,19.0,205.41,27404.35,29.0,703.43,Yes,Yes,Yes,Solved in Follow-up,Poor Website,3.0
27,F,Town,Basic Membership,2016-05-29,No,Credit/Debit Card Offers,Both,Mobile_Data,08:43:21,21.0,226.64,8947.83,20.0,555.41,Yes,No,Yes,No Information Available,Poor Customer Service,5.0
63,M,City,Basic Membership,2015-12-04,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,08:46:28,8.0,34.77,48486.84,21.0,680.61,No,Yes,No,Not Applicable,Poor Product Quality,5.0
27,M,,Basic Membership,2015-09-21,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15:38:44,5.0,,13552.14,14.0,516.04,Yes,No,No,Not Applicable,Too many ads,5.0
38,F,City,No Membership,2015-03-18,Yes,Credit/Debit Card Offers,,Mobile_Data,08:22:27,14.0,1118.8188435148058,25764.2,,681.19,Yes,No,No,Not Applicable,Too many ads,4.0
42,M,Village,Basic Membership,2017-04-11,,Without Offers,Desktop,Fiber_Optic,08:39:44,5.0,745.57,18074.3,11.0,631.88,Yes,Yes,No,Not Applicable,Poor Product Quality,5.0
49,F,Village,Platinum Membership,2015-04-11,Yes,Without Offers,Desktop,Mobile_Data,14:06:26,,960.13,72207.31,19.0,448.867412781524,Yes,Yes,No,Not Applicable,Reasonable Price,2.0
14,M,Town,Platinum Membership,2017-02-23,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,08:00:30,7.0,446.2,49346.63,,803.21,No,Yes,Yes,Solved,Quality Customer Care,1.0
23,M,Village,No Membership,2016-07-15,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,18:25:25,16.0,84.53,46169.97,25.0,642.0,No,Yes,Yes,Solved,Poor Website,5.0
57,M,Town,Basic Membership,2017-12-16,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,11:10:20,23.0,31.86,9079.2,13.0,,Yes,No,No,Not Applicable,,5.0
40,M,,Silver Membership,2017-03-19,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,05:02:14,6.0,34.18,41047.69,23.0,606.53,Yes,No,Yes,Unsolved,,4.0
53,F,City,Platinum Membership,2015-06-29,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,06:35:50,3.0,125.48,2958.97,19.0,777.47,No,Yes,No,Not Applicable,,3.0
49,F,City,Platinum Membership,2017-03-21,No,Gift Vouchers/Coupons,,Fiber_Optic,11:24:27,6.0,353.15,76279.87,4.0,826.62,Yes,Yes,Yes,No Information Available,Products always in Stock,1.0
58,M,Town,Gold Membership,2017-01-06,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,15:32:24,6.0,61.46,26718.77,21.0,789.97,Yes,No,Yes,Solved,Too many ads,3.0
36,M,Town,Basic Membership,2015-03-30,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,12:54:49,5.0,355.21,18035.59,21.0,644.82,Yes,No,Yes,Solved,Poor Website,5.0
46,M,City,No Membership,2016-08-06,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,02:21:12,12.0,89.56,6165.24,19.0,665.28,Yes,No,No,Not Applicable,Poor Product Quality,5.0
30,M,Town,Platinum Membership,2015-10-23,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,04:36:35,18.0,67.08,18700.14,,745.74,No,Yes,Yes,Solved,Reasonable Price,2.0
16,F,,Gold Membership,2016-08-27,No,Without Offers,,Wi-Fi,20:30:28,11.0,137.78,25109.07,20.0,,Yes,No,Yes,No Information Available,Poor Product Quality,3.0
20,F,Town,Platinum Membership,2015-12-26,,Without Offers,Both,Mobile_Data,12:18:01,11.0,244.14,81363.01,10.0,1340.4313097050826,Yes,No,Yes,Unsolved,User Friendly Website,2.0
28,M,,No Membership,2016-04-23,Yes,Without Offers,Smartphone,Mobile_Data,19:46:07,18.0,158.43,13378.78,17.0,557.61,Yes,No,Yes,Unsolved,Poor Product Quality,5.0
13,F,City,Gold Membership,2017-07-05,Yes,Gift Vouchers/Coupons,Desktop,Wi-Fi,21:50:07,15.0,32.35,51766.39,17.0,822.97,Yes,No,No,Not Applicable,User Friendly Website,1.0
33,M,City,Silver Membership,2017-02-07,No,Credit/Debit Card Offers,,Wi-Fi,02:39:46,16.0,385.46,10257.84,20.0,786.38,Yes,No,No,Not Applicable,Poor Product Quality,3.0
40,F,City,Platinum Membership,2016-06-02,No,Gift Vouchers/Coupons,,Wi-Fi,09:33:17,2.0,94.08,27359.05,20.0,761.27,Yes,No,Yes,Solved in Follow-up,,3.0
50,F,,Gold Membership,2015-04-07,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,23:37:37,10.0,172.22,22718.69,11.0,716.44,Yes,No,No,Not Applicable,Poor Customer Service,4.0
62,F,Town,Platinum Membership,2015-05-15,,Credit/Debit Card Offers,Smartphone,Wi-Fi,14:28:10,11.0,111.37,31213.87,11.0,722.89,Yes,No,No,Not Applicable,Poor Website,3.0
17,M,,Platinum Membership,2015-06-25,,Gift Vouchers/Coupons,Desktop,Fiber_Optic,21:11:22,10.0,42.23,86326.08,10.0,947.5874626865192,Yes,No,No,Not Applicable,Reasonable Price,2.0
15,M,Town,Gold Membership,2015-04-24,,Gift Vouchers/Coupons,Both,Mobile_Data,19:58:46,14.0,528.11,42763.69,,216.18990582546687,Yes,No,Yes,Solved in Follow-up,Poor Customer Service,4.0
17,F,City,Gold Membership,2017-03-22,Yes,Without Offers,Desktop,Fiber_Optic,05:43:33,12.0,116.02,15688.95,47.09561744430031,867.952689767581,Yes,No,Yes,Solved in Follow-up,,4.0
22,M,City,Silver Membership,2016-09-30,Yes,Gift Vouchers/Coupons,,Wi-Fi,06:37:55,15.0,663.9,13966.15,,634.88,Yes,Yes,No,Not Applicable,Poor Customer Service,4.0
59,F,Town,Basic Membership,2015-08-20,No,Credit/Debit Card Offers,,Fiber_Optic,09:49:55,10.0,77.73,3219.47,8.0,599.94,Yes,No,Yes,No Information Available,,5.0
42,F,Town,No Membership,2015-12-21,Yes,Without Offers,Desktop,Mobile_Data,19:29:25,13.0,73.45,14364.61,3.342992950518717,637.13,Yes,No,Yes,No Information Available,Too many ads,4.0
63,M,,Basic Membership,2015-08-26,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,10:40:33,17.0,,45483.23,8.0,656.59,No,Yes,Yes,No Information Available,,5.0
18,M,Town,Gold Membership,2015-02-23,Yes,Without Offers,Smartphone,Fiber_Optic,02:34:49,13.0,733.44,38395.35,13.0,700.64,Yes,No,No,Not Applicable,Too many ads,3.0
56,F,Town,No Membership,2017-02-02,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,22:30:40,18.0,43.49,45325.79,24.0,676.73,No,Yes,Yes,Unsolved,Poor Customer Service,5.0
12,F,Town,Premium Membership,2017-11-15,,Credit/Debit Card Offers,Desktop,Mobile_Data,23:35:52,10.0,194.51,66983.0,16.0,721.36,No,Yes,No,Not Applicable,Products always in Stock,2.0
54,F,Town,Basic Membership,2017-03-14,Yes,Without Offers,Smartphone,Mobile_Data,15:33:20,23.0,511.23,5632.02,23.0,602.9,Yes,No,No,Not Applicable,,4.0
31,M,Town,Basic Membership,2016-02-08,No,Without Offers,Smartphone,Mobile_Data,14:15:56,19.0,114.61,31620.84,15.0,604.84,No,Yes,No,Not Applicable,Poor Website,4.0
59,M,City,Basic Membership,2017-09-04,No,Credit/Debit Card Offers,Smartphone,Fiber_Optic,22:12:52,8.0,119.45,35738.11,8.0,371.3804474526055,Yes,No,Yes,Solved,Too many ads,4.0
27,F,City,No Membership,2017-09-23,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,03:24:12,,108.77,25093.59,25.0,630.83,Yes,No,Yes,Solved in Follow-up,Poor Website,5.0
55,F,Town,Platinum Membership,2015-12-01,Yes,Gift Vouchers/Coupons,,Fiber_Optic,21:08:00,14.0,54.05,23312.47,29.0,768.78,No,Yes,Yes,No Information Available,Poor Customer Service,3.0
16,F,Town,No Membership,2017-04-11,Yes,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,17:50:01,6.0,,39377.3,21.0,514.65,Yes,No,No,Not Applicable,Poor Website,5.0
48,F,,Gold Membership,2015-03-22,No,Gift Vouchers/Coupons,,Fiber_Optic,05:37:37,16.0,262.94,32219.23,9.0,702.79,Yes,No,No,Not Applicable,Too many ads,4.0
40,F,Town,Silver Membership,2015-09-18,Yes,Without Offers,Smartphone,Wi-Fi,09:13:47,,1711.35,24686.48,7.0,683.77,Yes,Yes,Yes,Solved in Follow-up,,4.0
25,F,Town,No Membership,2015-03-26,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,19:02:48,11.0,479.59,42008.06,14.0,,No,Yes,No,Not Applicable,Poor Product Quality,4.0
34,F,,Platinum Membership,2015-11-05,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,09:17:26,19.0,279.86,14328.91,27.0,705.32,Yes,No,Yes,Solved,Poor Customer Service,3.0
19,M,Village,Gold Membership,2015-01-13,No,Without Offers,Smartphone,Wi-Fi,13:22:07,18.0,32.32,4683.1,15.0,,No,Yes,No,Not Applicable,Poor Product Quality,4.0
46,M,Village,Silver Membership,2015-04-21,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,10:21:46,10.0,254.36,6032.49,7.0,645.63,Yes,No,No,Not Applicable,Poor Product Quality,4.0
34,M,City,No Membership,2015-09-20,Yes,Without Offers,Desktop,Fiber_Optic,07:17:23,23.0,32.49,1320.62,11.0,691.17,Yes,No,No,Not Applicable,,5.0
10,F,Town,Basic Membership,2016-09-10,No,Gift Vouchers/Coupons,Desktop,Fiber_Optic,01:48:02,19.0,354.97,21408.22,7.0,599.28,Yes,No,No,Not Applicable,Poor Product Quality,5.0
63,F,City,Gold Membership,2015-09-27,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,09:06:19,4.0,259.44,10370.82,19.0,733.95,No,Yes,Yes,Unsolved,Poor Customer Service,3.0
10,F,,Basic Membership,2015-05-11,No,Gift Vouchers/Coupons,Desktop,Mobile_Data,16:25:08,19.0,75.91,28740.85,24.0,,Yes,No,Yes,Solved in Follow-up,,4.0
19,M,,Gold Membership,2017-10-30,,Gift Vouchers/Coupons,Desktop,Wi-Fi,20:26:08,11.0,298.57,23423.81,23.0,720.71,No,Yes,Yes,No Information Available,Poor Website,3.0
15,F,Village,Basic Membership,2016-04-12,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,01:29:14,5.0,382.01,33532.47,11.0,668.76,No,Yes,Yes,No Information Available,Poor Customer Service,5.0
19,F,City,Premium Membership,2015-03-06,,Without Offers,Smartphone,Fiber_Optic,20:06:21,8.0,44.97,12574.73,20.0,716.17,Yes,No,No,Not Applicable,Poor Customer Service,3.0
40,F,,Silver Membership,2015-05-20,No,Without Offers,Desktop,Wi-Fi,14:51:17,18.0,48.14,50140.3,14.0,738.71,No,Yes,Yes,Solved,Quality Customer Care,2.0
64,F,,Basic Membership,2017-12-24,No,Credit/Debit Card Offers,,Mobile_Data,03:19:28,11.0,208.56,14143.97,15.0,617.57,Yes,Yes,No,Not Applicable,,5.0
57,M,City,Basic Membership,2016-08-20,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,11:15:35,21.0,306.61,39484.02,15.0,,No,Yes,No,Not Applicable,Poor Website,5.0
17,M,Town,Basic Membership,2016-04-11,Yes,Credit/Debit Card Offers,Smartphone,Mobile_Data,22:43:19,12.0,168.6,44205.69,27.0,629.97,No,Yes,Yes,Solved in Follow-up,Poor Website,4.0
60,F,Town,Platinum Membership,2016-11-18,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,23:37:54,14.0,59.79,84770.57,2.0,725.5,No,Yes,No,Not Applicable,Products always in Stock,2.0
35,M,City,Silver Membership,2016-10-22,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,08:11:00,23.0,30.06,72130.03,15.0,704.02,Yes,No,Yes,Unsolved,Reasonable Price,2.0
50,M,Town,Gold Membership,2017-10-02,Yes,Without Offers,Smartphone,Wi-Fi,14:36:32,12.0,98.73,37705.1,,523.7951715116384,No,Yes,No,Not Applicable,Poor Website,3.0
27,F,City,Silver Membership,2016-02-23,No,Gift Vouchers/Coupons,Both,Fiber_Optic,20:45:53,8.0,208.49,61074.17,16.0,709.51,Yes,Yes,No,Not Applicable,User Friendly Website,2.0
46,M,City,Premium Membership,2017-09-08,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,17:48:09,14.0,66.76,45475.31,19.0,344.2202145023523,Yes,No,No,Not Applicable,Poor Customer Service,3.0
60,M,,Basic Membership,2017-07-27,,Credit/Debit Card Offers,Smartphone,Wi-Fi,07:31:04,13.0,568.84,47924.46,15.0,513.43,Yes,Yes,No,Not Applicable,,5.0
59,F,Village,No Membership,2015-12-01,Yes,Without Offers,Smartphone,Fiber_Optic,10:18:07,17.0,30.53,48599.05,18.0,686.97,No,Yes,No,Not Applicable,Poor Product Quality,4.0
51,F,Town,No Membership,2017-03-09,Yes,Without Offers,Smartphone,Mobile_Data,20:36:01,15.0,107.07,1450.76,29.165844256908436,643.68,No,Yes,No,Not Applicable,,5.0
39,M,Town,Silver Membership,2017-03-11,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,19:48:36,13.0,1159.8249919345149,1925.78,16.0,,No,Yes,Yes,Solved,Poor Customer Service,4.0
10,M,,Platinum Membership,2017-02-25,Yes,Credit/Debit Card Offers,Both,Mobile_Data,11:29:46,16.0,615.12,22809.79,24.0,1028.3494802124603,Yes,Yes,Yes,Solved,Poor Product Quality,3.0
13,F,City,Basic Membership,2017-03-02,,Without Offers,Smartphone,Fiber_Optic,06:50:35,5.0,199.33,16208.74,6.0,,Yes,No,Yes,Solved,Too many ads,5.0
22,F,City,Gold Membership,2017-09-08,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,21:45:55,18.0,46.79,2932.56,15.0,748.78,Yes,No,No,Not Applicable,Too many ads,3.0
10,M,Town,Gold Membership,2016-07-22,Yes,,Desktop,Fiber_Optic,04:39:49,15.0,869.9827092393451,29733.41,6.0,1216.1808705865217,Yes,No,No,Not Applicable,Poor Website,3.0
16,M,City,Silver Membership,2015-06-30,Yes,Credit/Debit Card Offers,,Wi-Fi,23:59:48,10.0,30.13,43738.37,,,No,Yes,No,Not Applicable,Poor Website,4.0
39,F,City,Platinum Membership,2015-04-12,No,Without Offers,Smartphone,Fiber_Optic,13:38:27,14.0,33.34,16748.06,23.0,787.16,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,3.0
34,F,,Premium Membership,2016-12-12,No,Without Offers,,Wi-Fi,18:16:25,21.0,30.45,26820.33,24.0,762.99,No,Yes,Yes,Solved in Follow-up,Too many ads,3.0
35,M,Town,Basic Membership,2017-10-21,No,Without Offers,,Mobile_Data,02:42:41,18.0,226.31,41862.35,14.0,648.59,No,Yes,No,Not Applicable,Too many ads,5.0
60,M,Town,No Membership,2016-01-21,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,15:51:16,19.0,,20550.26,,576.78,No,Yes,No,Not Applicable,Poor Product Quality,5.0
20,F,Town,Gold Membership,2015-10-27,Yes,Without Offers,Both,Fiber_Optic,20:19:48,13.0,500.57,24735.51,,654.93,Yes,Yes,Yes,No Information Available,Poor Customer Service,4.0
25,F,City,Basic Membership,2016-01-29,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,10:46:16,21.0,295.42,45480.07,11.0,528.85,Yes,No,Yes,Unsolved,Poor Product Quality,5.0
54,F,Town,Gold Membership,2017-02-22,No,Without Offers,,Mobile_Data,03:54:38,18.0,33.95,3404.49,13.0,,No,Yes,Yes,Solved,Poor Product Quality,3.0
17,F,Town,Premium Membership,2017-05-25,No,Credit/Debit Card Offers,Desktop,Fiber_Optic,10:05:47,3.0,34.66,82252.13,2.0,,No,Yes,Yes,Unsolved,User Friendly Website,1.0
18,M,City,No Membership,2017-11-19,No,Gift Vouchers/Coupons,Both,Mobile_Data,16:51:04,22.0,402.81,43135.47,12.0,694.64,No,Yes,No,Not Applicable,Poor Website,5.0
60,F,,Silver Membership,2017-05-01,,Gift Vouchers/Coupons,Both,Fiber_Optic,04:35:10,3.0,246.49,35367.83,,766.65,Yes,No,Yes,Solved in Follow-up,Products always in Stock,2.0
18,M,,Premium Membership,2015-08-16,No,Gift Vouchers/Coupons,Smartphone,Mobile_Data,03:41:40,11.0,44.16,65141.17,11.0,826.83,Yes,No,Yes,Unsolved,User Friendly Website,1.0
36,M,,Silver Membership,2017-11-29,Yes,Credit/Debit Card Offers,Desktop,Fiber_Optic,02:32:58,17.0,39.56,7896.54,,727.81,Yes,No,Yes,Solved in Follow-up,,3.0
26,F,Village,Gold Membership,2016-02-09,Yes,Without Offers,Desktop,Fiber_Optic,20:49:57,8.0,34.08,19597.49,,609.96,No,Yes,No,Not Applicable,Poor Product Quality,4.0
45,F,Village,Silver Membership,2017-03-22,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,17:54:45,5.0,145.87,63853.49,,732.72,Yes,No,No,Not Applicable,User Friendly Website,2.0
39,F,Town,Premium Membership,2015-06-02,No,Credit/Debit Card Offers,Smartphone,Mobile_Data,21:34:25,14.0,93.54,35324.64,8.0,748.98,No,Yes,Yes,Solved in Follow-up,Poor Website,3.0
57,M,City,Gold Membership,2015-04-27,No,Gift Vouchers/Coupons,Desktop,Wi-Fi,07:30:16,19.0,269.56,33578.75,4.0,1272.2134133505888,No,Yes,No,Not Applicable,User Friendly Website,1.0
14,M,Town,Platinum Membership,2017-12-15,Yes,Gift Vouchers/Coupons,Desktop,Fiber_Optic,19:30:13,2.0,251.99,43346.65,14.0,752.61,Yes,No,No,Not Applicable,Too many ads,3.0
62,M,Village,Premium Membership,2017-10-04,Yes,Gift Vouchers/Coupons,Both,Fiber_Optic,20:13:52,11.0,462.94,5057.71,,769.56,No,Yes,Yes,Solved in Follow-up,Poor Product Quality,3.0
54,F,City,Basic Membership,2017-11-24,No,Credit/Debit Card Offers,Smartphone,Wi-Fi,16:53:31,18.0,1392.9265562681255,18363.65,26.0,672.85,No,Yes,No,Not Applicable,Poor Website,5.0
59,M,Town,No Membership,2016-03-22,Yes,Gift Vouchers/Coupons,Smartphone,Wi-Fi,19:23:30,5.0,65.56,35696.34,19.0,631.93,Yes,No,Yes,Unsolved,Poor Product Quality,4.0
59,M,Village,Gold Membership,2015-01-18,Yes,Credit/Debit Card Offers,,Mobile_Data,17:11:53,4.0,826.42,3042.53,10.0,817.09,No,Yes,No,Not Applicable,User Friendly Website,1.0
18,M,,No Membership,2015-03-26,Yes,Without Offers,Smartphone,Wi-Fi,08:02:05,7.0,31.95,37858.63,28.0,502.45,No,Yes,No,Not Applicable,Poor Customer Service,5.0
55,M,Village,Gold Membership,2016-04-30,No,Without Offers,Desktop,Wi-Fi,13:27:32,13.0,47.46,49294.87,27.0,663.83,Yes,No,Yes,Unsolved,Poor Customer Service,4.0
53,F,Town,Silver Membership,2015-04-25,Yes,Without Offers,Smartphone,Wi-Fi,17:46:31,7.0,517.06,39266.25,18.0,753.66,No,Yes,No,Not Applicable,,3.0
28,F,,Gold Membership,2016-10-24,Yes,Without Offers,Smartphone,Fiber_Optic,13:58:19,22.0,184.76,28310.36,9.0,1019.4142738269644,Yes,No,No,Not Applicable,Poor Website,3.0
22,M,City,Silver Membership,2017-06-06,Yes,Without Offers,Desktop,Fiber_Optic,10:45:19,20.0,37.42,28125.48,13.0,613.04,Yes,No,No,Not Applicable,Poor Product Quality,4.0
14,F,Village,Basic Membership,2017-08-20,No,Without Offers,Desktop,Mobile_Data,00:48:58,8.0,51.65,18152.31,22.0,624.6,Yes,No,Yes,No Information Available,Poor Customer Service,4.0
47,M,City,Basic Membership,2017-10-25,Yes,Without Offers,Smartphone,Wi-Fi,07:44:40,18.0,34.84,31928.3,18.0,,No,Yes,Yes,No Information Available,Too many ads,4.0
36,F,Village,Silver Membership,2015-11-04,No,Gift Vouchers/Coupons,Smartphone,Fiber_Optic,17:53:05,11.0,149.82,18266.19,29.0,799.64,Yes,No,No,Not Applicable,Poor Website,3.0
10,F,City,Platinum Membership,2015-12-05,No,Credit/Debit Card Offers,,Mobile_Data,14:38:55,14.0,,85607.52,14.0,681.7419823524567,Yes,No,Yes,Solved in Follow-up,Quality Customer Care,2.0
33,M,Town,Basic Membership,2017-02-28,No,Without Offers,Smartphone,Wi-Fi,11:15:04,16.0,191.41,45235.23,,684.89,Yes,No,No,Not Applicable,,4.0
63,M,Town,Basic Membership,2015-09-04,No,Without Offers,Smartphone,Wi-Fi,08:25:22,13.0,86.8,33963.48,,515.17,Yes,No,No,Not Applicable,,5.0
27,M,Town,No Membership,2015-02-21,No,Credit/Debit Card Offers,Desktop,Mobile_Data,13:19:51,18.0,341.98,26105.5,20.0,532.33,Yes,Yes,No,Not Applicable,Too many ads,5.0
17,F,Village,No Membership,2015-02-15,No,Gift Vouchers/Coupons,Smartphone,Wi-Fi,22:05:23,10.0,121.88,40290.97,27.0,574.99,Yes,No,Yes,No Information Available,Poor Website,5.0
57,F,Town,Basic Membership,2016-08-03,No,Credit/Debit Card Offers,Both,Fiber_Optic,05:25:08,9.0,345.61,37419.11,25.0,677.04,No,Yes,Yes,No Information Available,Poor Website,5.0
24,F,Town,No Membership,2015-08-24,Yes,Gift Vouchers/Coupons,,Mobile_Data,11:46:43,20.0,271.93,25232.61,24.0,1066.737908613514,No,Yes,No,Not Applicable,Poor Customer Service,5.0
59,F,,Premium Membership,2016-12-10,Yes,Gift Vouchers/Coupons,Desktop,Mobile_Data,14:28:31,7.0,31.66,11580.89,15.0,760.39,Yes,No,Yes,Solved,Poor Product Quality,3.0
16,F,Town,Silver Membership,2016-06-07,,Without Offers,Smartphone,Wi-Fi,09:10:19,10.0,209.64,39775.67,6.0,,Yes,Yes,Yes,Unsolved,Poor Customer Service,3.0
46,M,Village,Silver Membership,2017-03-25,No,Credit/Debit Card Offers,Desktop,Mobile_Data,19:08:46,11.0,423.63,91627.28,4.0,,No,Yes,Yes,Unsolved,User Friendly Website,2.0
28,M,Town,Premium Membership,2017-02-12,Yes,Without Offers,Smartphone,Fiber_Optic,03:21:26,24.0,124.71,15929.16,6.0,759.91,Yes,No,No,Not Applicable,Too many ads,3.0
31,F,,Basic Membership,2016-08-03,Yes,Gift Vouchers/Coupons,Both,Mobile_Data,22:21:37,11.0,441.27,30930.16,23.0,,Yes,No,No,Not Applicable,Too many ads,5.0
32,F,Town,Silver Membership,2016-04-29,,Credit/Debit Card Offers,Smartphone,Mobile_Data,11:07:36,6.0,105.0,6938.54,22.0,624.68,Yes,No,No,Not Applicable,Poor Customer Service,4.0
11,F,City,Basic Membership,2015-04-08,Yes,Credit/Debit Card Offers,Desktop,Mobile_Data,02:25:24,5.0,82.31,29041.17,25.0,687.52,Yes,No,Yes,Solved in Follow-up,Too many ads,5.0
22,F,,Gold Membership,2016-06-02,No,Without Offers,,Mobile_Data,21:04:57,18.0,93.99,29934.46,6.0,632.13,No,Yes,Yes,Unsolved,Poor Product Quality,4.0
